,election_year,place_(zz_=_exterior),municipality_code,municipality_name,gender_code,gender_description,marital_status_code,marital_status_description,age_group_code,age_group_description,educational_attainment_code,educational_attainment_description,quantity_of_voters
46,2002,ZZ,11800,BOLIVIA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,3
47,2002,ZZ,11444,PARAGUAI,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,2
48,2002,ZZ,29130,MALASIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,3
49,2002,ZZ,98965,ANGOLA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,6
50,2002,ZZ,98540,CHINA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,7
51,2002,ZZ,11266,ESTADOS UNIDOS,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,521
52,2002,ZZ,98981,AUSTRALIA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,7
53,2002,ZZ,29246,HAITI,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,4
54,2002,ZZ,29025,HONG KONG,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
55,2002,ZZ,29076,HONDURAS,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,6
56,2002,ZZ,11223,EQUADOR,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,11
57,2002,ZZ,11266,ESTADOS UNIDOS,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,100
58,2002,ZZ,11142,ARGENTINA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,104
59,2002,ZZ,11126,ARABIA SAUDITA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,8
60,2002,ZZ,11380,JAPAO,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,97
61,2002,ZZ,11428,MEXICO,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,5
62,2002,ZZ,11460,PERU,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,54
63,2002,ZZ,11100,ALEMANHA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,330
64,2002,ZZ,98426,FINLANDIA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,10
65,2002,ZZ,11266,ESTADOS UNIDOS,4,FEMININO,-3,#NE,-3,#NE,2,LE E ESCREVE,24
66,2002,ZZ,98922,BELGICA,4,FEMININO,-3,#NE,-3,#NE,1,ANALFABETO,3
67,2002,ZZ,11444,PARAGUAI,4,FEMININO,-3,#NE,-3,#NE,2,LE E ESCREVE,3
68,2002,ZZ,11444,PARAGUAI,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,1
69,2002,ZZ,11380,JAPAO,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,43
70,2002,ZZ,98566,CHECOSLOVAQUIA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,3
71,2002,ZZ,98981,AUSTRALIA,2,MASCULINO,-3,#NE,-3,#NE,1,ANALFABETO,1
72,2002,ZZ,11380,JAPAO,4,FEMININO,-3,#NE,-3,#NE,2,LE E ESCREVE,1
73,2002,ZZ,29092,ZIMBABWE,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,1
74,2002,ZZ,98523,CINGAPURA,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,10
75,2002,ZZ,11568,URUGUAI,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,63
76,2002,ZZ,98906,CANADA,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,7
77,2002,ZZ,29025,HONG KONG,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,19
78,2002,ZZ,98329,PANAMA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,29
79,2002,ZZ,11266,ESTADOS UNIDOS,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,301
80,2002,ZZ,29165,KENIA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,5
81,2002,ZZ,11169,CHILE,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,22
82,2002,ZZ,11827,GRECIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,89
83,2002,ZZ,98701,ARGELIA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,1
84,2002,ZZ,11266,ESTADOS UNIDOS,2,MASCULINO,-3,#NE,-3,#NE,2,LE E ESCREVE,1
85,2002,ZZ,11100,ALEMANHA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,131
86,2002,ZZ,29050,NOVA ZELANDIA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,8
87,2002,ZZ,98442,FILIPINAS,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,18
88,2002,ZZ,29173,IUGUSLAVIA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,1
89,2002,ZZ,11240,ESPANHA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,74
90,2002,ZZ,98000,GUATEMALA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,22
91,2002,ZZ,29157,KUWAIT,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,3
92,2002,ZZ,98906,CANADA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,98
93,2002,ZZ,98760,RUSSIA,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,2
94,2002,ZZ,11584,VENEZUELA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,7
95,2002,ZZ,2828,TAIWAN,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,21
96,2002,ZZ,11428,MEXICO,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,4
97,2002,ZZ,29033,IRLANDA,4,FEMININO,-3,#NE,-3,#NE,2,LE E ESCREVE,1
98,2002,ZZ,11266,ESTADOS UNIDOS,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,176
99,2002,ZZ,11347,ISRAEL,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,9
100,2002,ZZ,98744,SUECIA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,54
101,2002,ZZ,98965,ANGOLA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,6
102,2002,ZZ,98647,ROMENIA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,4
103,2002,ZZ,11444,PARAGUAI,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,73
104,2002,ZZ,29025,HONG KONG,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,45
105,2002,ZZ,98582,COSTA DO MARFIM,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,8
106,2002,ZZ,98469,EL SALVADOR,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,14
107,2002,ZZ,11240,ESPANHA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,15
108,2002,ZZ,29130,MALASIA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,1
109,2002,ZZ,11363,ITALIA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,220
110,2002,ZZ,29130,MALASIA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,3
111,2002,ZZ,11100,ALEMANHA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,401
112,2002,ZZ,98248,SENEGAL,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,9
113,2002,ZZ,11460,PERU,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,26
114,2002,ZZ,98108,TURQUIA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,2
115,2002,ZZ,29149,LIBIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,1
116,2002,ZZ,11347,ISRAEL,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,5
117,2002,ZZ,11266,ESTADOS UNIDOS,2,MASCULINO,-3,#NE,-3,#NE,1,ANALFABETO,1
118,2002,ZZ,11100,ALEMANHA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,67
119,2002,ZZ,29122,MARROCOS,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,1
120,2002,ZZ,11363,ITALIA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,126
121,2002,ZZ,11444,PARAGUAI,2,MASCULINO,-3,#NE,-3,#NE,1,ANALFABETO,2
122,2002,ZZ,29246,HAITI,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,1
123,2002,ZZ,98388,NICARAGUA,4,FEMININO,-3,#NE,-3,#NE,2,LE E ESCREVE,1
124,2002,ZZ,11525,SUICA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,97
125,2002,ZZ,29068,NAMIBIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,1
126,2002,ZZ,29114,MOCAMBIQUE,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,27
127,2002,ZZ,98540,CHINA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
128,2002,ZZ,11584,VENEZUELA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,15
129,2002,ZZ,11142,ARGENTINA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,4
130,2002,ZZ,11800,BOLIVIA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,70
131,2002,ZZ,29246,HAITI,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,11
132,2002,ZZ,29076,HONDURAS,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,2
133,2002,ZZ,29025,HONG KONG,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,6
134,2002,ZZ,29033,IRLANDA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,4
135,2002,ZZ,98221,SIRIA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,12
136,2002,ZZ,98744,SUECIA,2,MASCULINO,-3,#NE,-3,#NE,2,LE E ESCREVE,4
137,2002,ZZ,11266,ESTADOS UNIDOS,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,581
138,2002,ZZ,11185,COLOMBIA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,87
139,2002,ZZ,29033,IRLANDA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,7
140,2002,ZZ,11347,ISRAEL,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,4
141,2002,ZZ,11762,UCRANIA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,6
142,2002,ZZ,11827,GRECIA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,21
143,2002,ZZ,11584,VENEZUELA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,29
144,2002,ZZ,11142,ARGENTINA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,82
145,2002,ZZ,11460,PERU,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,18
146,2002,ZZ,11380,JAPAO,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,18
147,2002,ZZ,11444,PARAGUAI,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,13
148,2002,ZZ,11444,PARAGUAI,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,3
149,2002,ZZ,98388,NICARAGUA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,10
150,2002,ZZ,98388,NICARAGUA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,12
151,2002,ZZ,29033,IRLANDA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,4
152,2002,ZZ,98388,NICARAGUA,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,4
153,2002,ZZ,98787,AFRICA DO SUL,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,3
154,2002,ZZ,29033,IRLANDA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
155,2002,ZZ,98000,GUATEMALA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,15
156,2002,ZZ,29181,JORDANIA,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,6
157,2002,ZZ,98205,TAILANDIA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
158,2002,ZZ,11266,ESTADOS UNIDOS,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,214
159,2002,ZZ,11266,ESTADOS UNIDOS,4,FEMININO,-3,#NE,-3,#NE,1,ANALFABETO,1
160,2002,ZZ,11363,ITALIA,4,FEMININO,-3,#NE,-3,#NE,1,ANALFABETO,1
161,2002,ZZ,29173,IUGUSLAVIA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,2
162,2002,ZZ,29157,KUWAIT,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,2
163,2002,ZZ,11266,ESTADOS UNIDOS,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,12
164,2002,ZZ,29211,INDONESIA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,2
165,2002,ZZ,11487,POLONIA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,8
166,2002,ZZ,11185,COLOMBIA,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,4
167,2002,ZZ,98302,PAQUISTAO,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,4
168,2002,ZZ,98566,CHECOSLOVAQUIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,8
169,2002,ZZ,11223,EQUADOR,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,13
170,2002,ZZ,11584,VENEZUELA,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,8
171,2002,ZZ,11100,ALEMANHA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,154
172,2002,ZZ,11266,ESTADOS UNIDOS,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,41
173,2002,ZZ,11266,ESTADOS UNIDOS,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,4
174,2002,ZZ,11584,VENEZUELA,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,17
175,2002,ZZ,11444,PARAGUAI,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,1
176,2002,ZZ,98981,AUSTRALIA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,1
177,2002,ZZ,29157,KUWAIT,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,2
178,2002,ZZ,98787,AFRICA DO SUL,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,13
179,2002,ZZ,11320,GUIANA FRANCESA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,139
180,2002,ZZ,29149,LIBIA,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
181,2002,ZZ,98949,AUSTRIA,2,MASCULINO,-3,#NE,-3,#NE,2,LE E ESCREVE,1
182,2002,ZZ,98981,AUSTRALIA,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
183,2002,ZZ,2828,TAIWAN,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,15
184,2002,ZZ,98981,AUSTRALIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,44
185,2002,ZZ,11240,ESPANHA,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,25
186,2002,ZZ,11266,ESTADOS UNIDOS,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,668
187,2002,ZZ,98906,CANADA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,70
188,2002,ZZ,98442,FILIPINAS,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,6
189,2002,ZZ,11444,PARAGUAI,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,28
190,2002,ZZ,98205,TAILANDIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,5
191,2002,ZZ,11207,COREIA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,3
192,2002,ZZ,98248,SENEGAL,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,3
193,2002,ZZ,98469,EL SALVADOR,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,4
194,2002,ZZ,29092,ZIMBABWE,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,4
195,2002,ZZ,98140,TRINIDAD TOBAGO,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,2
196,2002,ZZ,98329,PANAMA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,21
197,2002,ZZ,11509,PORTUGAL,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,208
198,2002,ZZ,11142,ARGENTINA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,4
199,2002,ZZ,11460,PERU,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,30
200,2002,ZZ,98060,GABAO,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,2
201,2002,ZZ,98469,EL SALVADOR,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MEDIO INCOMPLETO,11
202,2002,ZZ,11169,CHILE,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,240
203,2002,ZZ,11266,ESTADOS UNIDOS,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,123
204,2002,ZZ,2828,TAIWAN,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,2
205,2002,ZZ,98280,REPUBLICA DOMINICANA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,18
206,2002,ZZ,98620,BULGARIA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,5
207,2002,ZZ,98000,GUATEMALA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,2
208,2002,ZZ,11240,ESPANHA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,85
209,2002,ZZ,29211,INDONESIA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MEDIO COMPLETO,6
210,2002,ZZ,11142,ARGENTINA,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,1
211,2002,ZZ,98760,RUSSIA,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,2
212,2002,ZZ,98086,EGITO,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
