,election_year,place_(zz_=_exterior),municipality_name,municipality_code,gender_code,gender_description,educational_attainment_code,age_group_description,educational_attainment_description,quantity_of_voters
3634,2010,ZZ,FINLANDIA,98426,1,FEMININO,7,21 A 24 ANOS,SUPERIOR INCOMPLETO,2
3635,2010,ZZ,FINLANDIA,98426,1,FEMININO,4,25 A 34 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
3636,2010,ZZ,FINLANDIA,98426,1,FEMININO,3,25 A 34 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
3637,2010,ZZ,FINLANDIA,98426,1,FEMININO,6,25 A 34 ANOS,ENSINO MEDIO COMPLETO,6
3638,2010,ZZ,FINLANDIA,98426,1,FEMININO,5,25 A 34 ANOS,ENSINO MEDIO INCOMPLETO,3
3639,2010,ZZ,FINLANDIA,98426,1,FEMININO,8,25 A 34 ANOS,SUPERIOR COMPLETO,14
3640,2010,ZZ,FINLANDIA,98426,1,FEMININO,7,25 A 34 ANOS,SUPERIOR INCOMPLETO,8
3641,2010,ZZ,FINLANDIA,98426,1,FEMININO,4,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,3
3642,2010,ZZ,FINLANDIA,98426,1,FEMININO,3,35 A 44 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
3643,2010,ZZ,FINLANDIA,98426,1,FEMININO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,12
3644,2010,ZZ,FINLANDIA,98426,1,FEMININO,5,35 A 44 ANOS,ENSINO MEDIO INCOMPLETO,4
3645,2010,ZZ,FINLANDIA,98426,1,FEMININO,2,35 A 44 ANOS,LE E ESCREVE,1
3646,2010,ZZ,FINLANDIA,98426,1,FEMININO,8,35 A 44 ANOS,SUPERIOR COMPLETO,24
3647,2010,ZZ,FINLANDIA,98426,1,FEMININO,7,35 A 44 ANOS,SUPERIOR INCOMPLETO,5
3648,2010,ZZ,FINLANDIA,98426,1,FEMININO,4,45 A 59 ANOS,ENSINO FUNDAMENTAL COMPLETO,3
3649,2010,ZZ,FINLANDIA,98426,1,FEMININO,3,45 A 59 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,2
3650,2010,ZZ,FINLANDIA,98426,1,FEMININO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,3
3651,2010,ZZ,FINLANDIA,98426,1,FEMININO,5,45 A 59 ANOS,ENSINO MEDIO INCOMPLETO,3
3652,2010,ZZ,FINLANDIA,98426,1,FEMININO,8,45 A 59 ANOS,SUPERIOR COMPLETO,18
3653,2010,ZZ,FINLANDIA,98426,1,FEMININO,7,45 A 59 ANOS,SUPERIOR INCOMPLETO,1
3654,2010,ZZ,FINLANDIA,98426,1,FEMININO,6,60 A 69 ANOS,ENSINO MEDIO COMPLETO,2
3655,2010,ZZ,FINLANDIA,98426,1,FEMININO,8,60 A 69 ANOS,SUPERIOR COMPLETO,3
3656,2010,ZZ,FINLANDIA,98426,1,FEMININO,7,70 A 79 ANOS,SUPERIOR INCOMPLETO,1
3657,2010,ZZ,FINLANDIA,98426,1,FEMININO,6,SUPERIOR A 79 ANOS,ENSINO MEDIO COMPLETO,1
3658,2010,ZZ,FINLANDIA,98426,1,MASCULINO,5,18 A 20 ANOS,ENSINO MEDIO INCOMPLETO,1
3659,2010,ZZ,FINLANDIA,98426,1,MASCULINO,7,18 A 20 ANOS,SUPERIOR INCOMPLETO,1
3660,2010,ZZ,FINLANDIA,98426,1,MASCULINO,6,21 A 24 ANOS,ENSINO MEDIO COMPLETO,1
3661,2010,ZZ,FINLANDIA,98426,1,MASCULINO,5,21 A 24 ANOS,ENSINO MEDIO INCOMPLETO,2
3662,2010,ZZ,FINLANDIA,98426,1,MASCULINO,3,25 A 34 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,2
3663,2010,ZZ,FINLANDIA,98426,1,MASCULINO,6,25 A 34 ANOS,ENSINO MEDIO COMPLETO,6
3664,2010,ZZ,FINLANDIA,98426,1,MASCULINO,5,25 A 34 ANOS,ENSINO MEDIO INCOMPLETO,3
3665,2010,ZZ,FINLANDIA,98426,1,MASCULINO,8,25 A 34 ANOS,SUPERIOR COMPLETO,13
3666,2010,ZZ,FINLANDIA,98426,1,MASCULINO,7,25 A 34 ANOS,SUPERIOR INCOMPLETO,6
3667,2010,ZZ,FINLANDIA,98426,1,MASCULINO,4,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
3668,2010,ZZ,FINLANDIA,98426,1,MASCULINO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,4
3669,2010,ZZ,FINLANDIA,98426,1,MASCULINO,5,35 A 44 ANOS,ENSINO MEDIO INCOMPLETO,3
3670,2010,ZZ,FINLANDIA,98426,1,MASCULINO,8,35 A 44 ANOS,SUPERIOR COMPLETO,16
3671,2010,ZZ,FINLANDIA,98426,1,MASCULINO,7,35 A 44 ANOS,SUPERIOR INCOMPLETO,5
3672,2010,ZZ,FINLANDIA,98426,1,MASCULINO,3,45 A 59 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
3673,2010,ZZ,FINLANDIA,98426,1,MASCULINO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,3
3674,2010,ZZ,FINLANDIA,98426,1,MASCULINO,8,45 A 59 ANOS,SUPERIOR COMPLETO,6
3675,2010,ZZ,FINLANDIA,98426,1,MASCULINO,7,45 A 59 ANOS,SUPERIOR INCOMPLETO,3
3676,2010,ZZ,FINLANDIA,98426,1,MASCULINO,6,60 A 69 ANOS,ENSINO MEDIO COMPLETO,1
3677,2010,ZZ,FINLANDIA,98426,1,MASCULINO,8,60 A 69 ANOS,SUPERIOR COMPLETO,3
3678,2010,ZZ,FINLANDIA,98426,1,MASCULINO,7,60 A 69 ANOS,SUPERIOR INCOMPLETO,1
3679,2010,ZZ,FINLANDIA,98426,1,MASCULINO,8,SUPERIOR A 79 ANOS,SUPERIOR COMPLETO,1
3680,2010,ZZ,HONG KONG,29025,1,FEMININO,5,18 A 20 ANOS,ENSINO MEDIO INCOMPLETO,1
3681,2010,ZZ,HONG KONG,29025,1,FEMININO,7,21 A 24 ANOS,SUPERIOR INCOMPLETO,1
3682,2010,ZZ,HONG KONG,29025,1,FEMININO,6,25 A 34 ANOS,ENSINO MEDIO COMPLETO,2
3683,2010,ZZ,HONG KONG,29025,1,FEMININO,8,25 A 34 ANOS,SUPERIOR COMPLETO,5
3684,2010,ZZ,HONG KONG,29025,1,FEMININO,7,25 A 34 ANOS,SUPERIOR INCOMPLETO,5
3685,2010,ZZ,HONG KONG,29025,1,FEMININO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,5
3686,2010,ZZ,HONG KONG,29025,1,FEMININO,5,35 A 44 ANOS,ENSINO MEDIO INCOMPLETO,2
3687,2010,ZZ,HONG KONG,29025,1,FEMININO,8,35 A 44 ANOS,SUPERIOR COMPLETO,13
3688,2010,ZZ,HONG KONG,29025,1,FEMININO,7,35 A 44 ANOS,SUPERIOR INCOMPLETO,4
3689,2010,ZZ,HONG KONG,29025,1,FEMININO,4,45 A 59 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
3690,2010,ZZ,HONG KONG,29025,1,FEMININO,3,45 A 59 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,3
3691,2010,ZZ,HONG KONG,29025,1,FEMININO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,8
3692,2010,ZZ,HONG KONG,29025,1,FEMININO,5,45 A 59 ANOS,ENSINO MEDIO INCOMPLETO,1
3693,2010,ZZ,HONG KONG,29025,1,FEMININO,8,45 A 59 ANOS,SUPERIOR COMPLETO,20
3694,2010,ZZ,HONG KONG,29025,1,FEMININO,7,45 A 59 ANOS,SUPERIOR INCOMPLETO,6
3695,2010,ZZ,HONG KONG,29025,1,FEMININO,3,60 A 69 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
3696,2010,ZZ,HONG KONG,29025,1,FEMININO,6,60 A 69 ANOS,ENSINO MEDIO COMPLETO,4
3697,2010,ZZ,HONG KONG,29025,1,FEMININO,5,60 A 69 ANOS,ENSINO MEDIO INCOMPLETO,2
3698,2010,ZZ,HONG KONG,29025,1,FEMININO,8,60 A 69 ANOS,SUPERIOR COMPLETO,7
3699,2010,ZZ,HONG KONG,29025,1,FEMININO,7,60 A 69 ANOS,SUPERIOR INCOMPLETO,1
3700,2010,ZZ,HONG KONG,29025,1,FEMININO,6,70 A 79 ANOS,ENSINO MEDIO COMPLETO,1
3701,2010,ZZ,HONG KONG,29025,1,FEMININO,8,70 A 79 ANOS,SUPERIOR COMPLETO,1
3702,2010,ZZ,HONG KONG,29025,1,FEMININO,7,70 A 79 ANOS,SUPERIOR INCOMPLETO,1
3703,2010,ZZ,HONG KONG,29025,1,FEMININO,6,SUPERIOR A 79 ANOS,ENSINO MEDIO COMPLETO,1
3704,2010,ZZ,HONG KONG,29025,1,MASCULINO,5,18 A 20 ANOS,ENSINO MEDIO INCOMPLETO,1
3705,2010,ZZ,HONG KONG,29025,1,MASCULINO,5,21 A 24 ANOS,ENSINO MEDIO INCOMPLETO,2
3706,2010,ZZ,HONG KONG,29025,1,MASCULINO,7,21 A 24 ANOS,SUPERIOR INCOMPLETO,1
3707,2010,ZZ,HONG KONG,29025,1,MASCULINO,4,25 A 34 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
3708,2010,ZZ,HONG KONG,29025,1,MASCULINO,6,25 A 34 ANOS,ENSINO MEDIO COMPLETO,2
3709,2010,ZZ,HONG KONG,29025,1,MASCULINO,8,25 A 34 ANOS,SUPERIOR COMPLETO,3
3710,2010,ZZ,HONG KONG,29025,1,MASCULINO,7,25 A 34 ANOS,SUPERIOR INCOMPLETO,2
3711,2010,ZZ,HONG KONG,29025,1,MASCULINO,4,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,2
3712,2010,ZZ,HONG KONG,29025,1,MASCULINO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,2
3713,2010,ZZ,HONG KONG,29025,1,MASCULINO,5,35 A 44 ANOS,ENSINO MEDIO INCOMPLETO,2
3714,2010,ZZ,HONG KONG,29025,1,MASCULINO,8,35 A 44 ANOS,SUPERIOR COMPLETO,7
3715,2010,ZZ,HONG KONG,29025,1,MASCULINO,7,35 A 44 ANOS,SUPERIOR INCOMPLETO,5
3716,2010,ZZ,HONG KONG,29025,1,MASCULINO,4,45 A 59 ANOS,ENSINO FUNDAMENTAL COMPLETO,2
3717,2010,ZZ,HONG KONG,29025,1,MASCULINO,3,45 A 59 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,2
3718,2010,ZZ,HONG KONG,29025,1,MASCULINO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,5
3719,2010,ZZ,HONG KONG,29025,1,MASCULINO,8,45 A 59 ANOS,SUPERIOR COMPLETO,19
3720,2010,ZZ,HONG KONG,29025,1,MASCULINO,7,45 A 59 ANOS,SUPERIOR INCOMPLETO,7
3721,2010,ZZ,HONG KONG,29025,1,MASCULINO,4,60 A 69 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
3722,2010,ZZ,HONG KONG,29025,1,MASCULINO,5,60 A 69 ANOS,ENSINO MEDIO INCOMPLETO,1
3723,2010,ZZ,HONG KONG,29025,1,MASCULINO,8,60 A 69 ANOS,SUPERIOR COMPLETO,3
3724,2010,ZZ,HONG KONG,29025,1,MASCULINO,6,70 A 79 ANOS,ENSINO MEDIO COMPLETO,2
3725,2010,ZZ,HONG KONG,29025,1,MASCULINO,8,70 A 79 ANOS,SUPERIOR COMPLETO,1
3726,2010,ZZ,HONG KONG,29025,1,MASCULINO,7,70 A 79 ANOS,SUPERIOR INCOMPLETO,1
3727,2010,ZZ,HONG KONG,29025,1,MASCULINO,4,SUPERIOR A 79 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
3728,2010,ZZ,HONG KONG,29025,1,MASCULINO,3,SUPERIOR A 79 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,2
3729,2010,ZZ,HONG KONG,29025,1,MASCULINO,8,SUPERIOR A 79 ANOS,SUPERIOR COMPLETO,2
3730,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,5,16 ANOS,ENSINO MEDIO INCOMPLETO,3
3731,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,4,17 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
3732,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,5,17 ANOS,ENSINO MEDIO INCOMPLETO,8
3733,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,4,18 A 20 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
3734,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,6,18 A 20 ANOS,ENSINO MEDIO COMPLETO,29
3735,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,5,18 A 20 ANOS,ENSINO MEDIO INCOMPLETO,23
3736,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,2,18 A 20 ANOS,LE E ESCREVE,1
3737,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,8,18 A 20 ANOS,SUPERIOR COMPLETO,1
3738,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,7,18 A 20 ANOS,SUPERIOR INCOMPLETO,29
3739,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,1,21 A 24 ANOS,ANALFABETO,1
3740,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,4,21 A 24 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
3741,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,6,21 A 24 ANOS,ENSINO MEDIO COMPLETO,42
3742,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,5,21 A 24 ANOS,ENSINO MEDIO INCOMPLETO,21
3743,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,8,21 A 24 ANOS,SUPERIOR COMPLETO,23
3744,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,7,21 A 24 ANOS,SUPERIOR INCOMPLETO,81
3745,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,4,25 A 34 ANOS,ENSINO FUNDAMENTAL COMPLETO,13
3746,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,3,25 A 34 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,17
3747,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,6,25 A 34 ANOS,ENSINO MEDIO COMPLETO,184
3748,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,5,25 A 34 ANOS,ENSINO MEDIO INCOMPLETO,60
3749,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,2,25 A 34 ANOS,LE E ESCREVE,6
3750,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,8,25 A 34 ANOS,SUPERIOR COMPLETO,460
3751,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,7,25 A 34 ANOS,SUPERIOR INCOMPLETO,188
3752,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,4,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,14
3753,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,3,35 A 44 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,22
3754,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,203
3755,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,5,35 A 44 ANOS,ENSINO MEDIO INCOMPLETO,55
3756,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,2,35 A 44 ANOS,LE E ESCREVE,10
3757,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,8,35 A 44 ANOS,SUPERIOR COMPLETO,642
3758,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,7,35 A 44 ANOS,SUPERIOR INCOMPLETO,151
3759,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,4,45 A 59 ANOS,ENSINO FUNDAMENTAL COMPLETO,27
3760,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,3,45 A 59 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,23
3761,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,216
3762,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,5,45 A 59 ANOS,ENSINO MEDIO INCOMPLETO,41
3763,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,2,45 A 59 ANOS,LE E ESCREVE,14
3764,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,8,45 A 59 ANOS,SUPERIOR COMPLETO,620
3765,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,7,45 A 59 ANOS,SUPERIOR INCOMPLETO,191
3766,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,4,60 A 69 ANOS,ENSINO FUNDAMENTAL COMPLETO,5
3767,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,3,60 A 69 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,7
3768,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,6,60 A 69 ANOS,ENSINO MEDIO COMPLETO,48
3769,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,5,60 A 69 ANOS,ENSINO MEDIO INCOMPLETO,15
3770,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,2,60 A 69 ANOS,LE E ESCREVE,6
3771,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,8,60 A 69 ANOS,SUPERIOR COMPLETO,81
3772,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,7,60 A 69 ANOS,SUPERIOR INCOMPLETO,30
3773,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,4,70 A 79 ANOS,ENSINO FUNDAMENTAL COMPLETO,3
3774,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,6,70 A 79 ANOS,ENSINO MEDIO COMPLETO,6
3775,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,5,70 A 79 ANOS,ENSINO MEDIO INCOMPLETO,2
3776,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,2,70 A 79 ANOS,LE E ESCREVE,2
3777,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,8,70 A 79 ANOS,SUPERIOR COMPLETO,13
3778,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,4,SUPERIOR A 79 ANOS,ENSINO FUNDAMENTAL COMPLETO,2
3779,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,3,SUPERIOR A 79 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,2
3780,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,2,SUPERIOR A 79 ANOS,LE E ESCREVE,1
3781,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,8,SUPERIOR A 79 ANOS,SUPERIOR COMPLETO,4
3782,2010,ZZ,ESTADOS UNIDOS,11266,1,FEMININO,7,SUPERIOR A 79 ANOS,SUPERIOR INCOMPLETO,1
3783,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,5,16 ANOS,ENSINO MEDIO INCOMPLETO,1
3784,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,5,17 ANOS,ENSINO MEDIO INCOMPLETO,5
3785,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,4,18 A 20 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
3786,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,6,18 A 20 ANOS,ENSINO MEDIO COMPLETO,44
3787,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,5,18 A 20 ANOS,ENSINO MEDIO INCOMPLETO,84
3788,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,2,18 A 20 ANOS,LE E ESCREVE,3
3789,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,8,18 A 20 ANOS,SUPERIOR COMPLETO,3
3790,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,7,18 A 20 ANOS,SUPERIOR INCOMPLETO,36
3791,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,4,21 A 24 ANOS,ENSINO FUNDAMENTAL COMPLETO,4
3792,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,3,21 A 24 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,4
3793,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,6,21 A 24 ANOS,ENSINO MEDIO COMPLETO,77
3794,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,5,21 A 24 ANOS,ENSINO MEDIO INCOMPLETO,41
3795,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,2,21 A 24 ANOS,LE E ESCREVE,1
3796,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,8,21 A 24 ANOS,SUPERIOR COMPLETO,19
3797,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,7,21 A 24 ANOS,SUPERIOR INCOMPLETO,99
3798,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,4,25 A 34 ANOS,ENSINO FUNDAMENTAL COMPLETO,22
3799,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,3,25 A 34 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,25
3800,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,6,25 A 34 ANOS,ENSINO MEDIO COMPLETO,144
3801,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,5,25 A 34 ANOS,ENSINO MEDIO INCOMPLETO,58
3802,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,2,25 A 34 ANOS,LE E ESCREVE,7
3803,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,8,25 A 34 ANOS,SUPERIOR COMPLETO,231
3804,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,7,25 A 34 ANOS,SUPERIOR INCOMPLETO,147
3805,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,4,35 A 44 ANOS,ENSINO FUNDAMENTAL COMPLETO,25
3806,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,3,35 A 44 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,38
3807,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,97
3808,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,5,35 A 44 ANOS,ENSINO MEDIO INCOMPLETO,34
3809,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,2,35 A 44 ANOS,LE E ESCREVE,6
3810,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,8,35 A 44 ANOS,SUPERIOR COMPLETO,366
3811,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,7,35 A 44 ANOS,SUPERIOR INCOMPLETO,116
3812,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,4,45 A 59 ANOS,ENSINO FUNDAMENTAL COMPLETO,17
3813,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,3,45 A 59 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,13
3814,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,105
3815,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,5,45 A 59 ANOS,ENSINO MEDIO INCOMPLETO,30
3816,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,2,45 A 59 ANOS,LE E ESCREVE,4
3817,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,8,45 A 59 ANOS,SUPERIOR COMPLETO,496
3818,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,7,45 A 59 ANOS,SUPERIOR INCOMPLETO,105
3819,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,4,60 A 69 ANOS,ENSINO FUNDAMENTAL COMPLETO,6
3820,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,3,60 A 69 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,6
3821,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,6,60 A 69 ANOS,ENSINO MEDIO COMPLETO,10
3822,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,5,60 A 69 ANOS,ENSINO MEDIO INCOMPLETO,3
3823,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,2,60 A 69 ANOS,LE E ESCREVE,1
3824,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,8,60 A 69 ANOS,SUPERIOR COMPLETO,75
3825,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,7,60 A 69 ANOS,SUPERIOR INCOMPLETO,13
3826,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,4,70 A 79 ANOS,ENSINO FUNDAMENTAL COMPLETO,1
3827,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,3,70 A 79 ANOS,ENSINO FUNDAMENTAL INCOMPLETO,1
3828,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,6,70 A 79 ANOS,ENSINO MEDIO COMPLETO,5
3829,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,5,70 A 79 ANOS,ENSINO MEDIO INCOMPLETO,1
3830,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,8,70 A 79 ANOS,SUPERIOR COMPLETO,10
3831,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,7,70 A 79 ANOS,SUPERIOR INCOMPLETO,1
3832,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,4,SUPERIOR A 79 ANOS,ENSINO FUNDAMENTAL COMPLETO,2
3833,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,6,SUPERIOR A 79 ANOS,ENSINO MEDIO COMPLETO,1
3834,2010,ZZ,ESTADOS UNIDOS,11266,1,MASCULINO,8,SUPERIOR A 79 ANOS,SUPERIOR COMPLETO,1
3835,2010,ZZ,REPUBLICA DOS CAMAROES,29220,1,FEMININO,6,25 A 34 ANOS,ENSINO MEDIO COMPLETO,2
3836,2010,ZZ,REPUBLICA DOS CAMAROES,29220,1,FEMININO,6,35 A 44 ANOS,ENSINO MEDIO COMPLETO,3
3837,2010,ZZ,REPUBLICA DOS CAMAROES,29220,1,FEMININO,5,35 A 44 ANOS,ENSINO MEDIO INCOMPLETO,2
3838,2010,ZZ,REPUBLICA DOS CAMAROES,29220,1,FEMININO,8,35 A 44 ANOS,SUPERIOR COMPLETO,2
3839,2010,ZZ,REPUBLICA DOS CAMAROES,29220,1,FEMININO,6,45 A 59 ANOS,ENSINO MEDIO COMPLETO,4
3840,2010,ZZ,REPUBLICA DOS CAMAROES,29220,1,FEMININO,5,45 A 59 ANOS,ENSINO MEDIO INCOMPLETO,1
3841,2010,ZZ,REPUBLICA DOS CAMAROES,29220,1,FEMININO,8,45 A 59 ANOS,SUPERIOR COMPLETO,5
3842,2010,ZZ,REPUBLICA DOS CAMAROES,29220,1,FEMININO,6,60 A 69 ANOS,ENSINO MEDIO COMPLETO,1
3843,2010,ZZ,REPUBLICA DOS CAMAROES,29220,1,FEMININO,5,60 A 69 ANOS,ENSINO MEDIO INCOMPLETO,2
3844,2010,ZZ,REPUBLICA DOS CAMAROES,29220,1,FEMININO,8,60 A 69 ANOS,SUPERIOR COMPLETO,3
