Election Year,Election Round,Place (ZZ = Exterior),Municipality Code,Municipality Name,Office,Party Number,Party Initials,Party Name,Number of Votes
2014,1,ZZ,29475,CAIENA,Presidente,40,PSB,Partido Socialista Brasileiro,650
2014,1,ZZ,39063,VANCOUVER,Presidente,40,PSB,Partido Socialista Brasileiro,203
2014,1,ZZ,30228,NOVA YORK,Presidente,40,PSB,Partido Socialista Brasileiro,1885
2014,1,ZZ,29947,LIMA,Presidente,40,PSB,Partido Socialista Brasileiro,109
2014,1,ZZ,30406,RABAT,Presidente,40,PSB,Partido Socialista Brasileiro,5
2014,1,ZZ,29327,ASSUNÇÃO,Presidente,40,PSB,Partido Socialista Brasileiro,182
2014,1,ZZ,29319,ARTIGAS,Presidente,40,PSB,Partido Socialista Brasileiro,53
2014,1,ZZ,30848,XANGAI,Presidente,40,PSB,Partido Socialista Brasileiro,23
2014,1,ZZ,29904,LA PAZ,Presidente,40,PSB,Partido Socialista Brasileiro,58
2014,1,ZZ,30147,MONTEVIDÉU,Presidente,40,PSB,Partido Socialista Brasileiro,179
2014,1,ZZ,39160,LIUBLIANA,Presidente,40,PSB,Partido Socialista Brasileiro,5
2014,1,ZZ,30201,NAIRÓBI,Presidente,40,PSB,Partido Socialista Brasileiro,12
2014,1,ZZ,30643,TOYOHASHI-JAPA,Presidente,40,PSB,Partido Socialista Brasileiro,261
2014,1,ZZ,29645,DÍLI,Presidente,40,PSB,Partido Socialista Brasileiro,18
2014,1,ZZ,29807,HOUSTON,Presidente,40,PSB,Partido Socialista Brasileiro,506
2014,1,ZZ,29602,CÓRDOBA,Presidente,40,PSB,Partido Socialista Brasileiro,42
2014,1,ZZ,30074,MANÁGUA,Presidente,40,PSB,Partido Socialista Brasileiro,11
2014,1,ZZ,29483,CAIRO,Presidente,40,PSB,Partido Socialista Brasileiro,6
2014,1,ZZ,29874,KINSHASA,Presidente,40,PSB,Partido Socialista Brasileiro,1
2014,1,ZZ,30163,MOSCOU,Presidente,40,PSB,Partido Socialista Brasileiro,14
2014,1,ZZ,30520,SÃO SALVADOR,Presidente,40,PSB,Partido Socialista Brasileiro,25
2014,1,ZZ,29289,AMÃ,Presidente,40,PSB,Partido Socialista Brasileiro,31
2014,1,ZZ,29386,BERLIM,Presidente,40,PSB,Partido Socialista Brasileiro,362
2014,1,ZZ,29726,GUATEMALA-GUAT,Presidente,40,PSB,Partido Socialista Brasileiro,9
2014,1,ZZ,30511,SÃO JOSÉ,Presidente,40,PSB,Partido Socialista Brasileiro,68
2014,1,ZZ,39020,ZAGREB,Presidente,40,PSB,Partido Socialista Brasileiro,1
2014,1,ZZ,29840,JACARTA,Presidente,40,PSB,Partido Socialista Brasileiro,7
2014,1,ZZ,30805,WELLINGTON,Presidente,40,PSB,Partido Socialista Brasileiro,17
2014,1,ZZ,29718,GEORGETOWN,Presidente,40,PSB,Partido Socialista Brasileiro,18
2014,1,ZZ,30252,OTTAWA,Presidente,40,PSB,Partido Socialista Brasileiro,131
2014,1,ZZ,29262,ABU DHABI,Presidente,40,PSB,Partido Socialista Brasileiro,25
2014,1,ZZ,30090,MAPUTO,Presidente,40,PSB,Partido Socialista Brasileiro,105
2014,1,ZZ,30740,VARSÓVIA,Presidente,40,PSB,Partido Socialista Brasileiro,15
2014,1,ZZ,30465,SALTO DEL GUAIRÁ,Presidente,40,PSB,Partido Socialista Brasileiro,10
2014,1,ZZ,30325,PORT OF SPAIN,Presidente,40,PSB,Partido Socialista Brasileiro,2
2014,1,ZZ,30503,SÃO FRANCISCO,Presidente,40,PSB,Partido Socialista Brasileiro,614
2014,1,ZZ,30260,PANAMA,Presidente,40,PSB,Partido Socialista Brasileiro,41
2014,1,ZZ,29688,ESTOCOLMO,Presidente,40,PSB,Partido Socialista Brasileiro,208
2014,1,ZZ,29530,CIDADE DO CABO,Presidente,40,PSB,Partido Socialista Brasileiro,31
2014,1,ZZ,30473,SANTA CRUZ DE LA SIERRA,Presidente,40,PSB,Partido Socialista Brasileiro,186
2014,1,ZZ,30589,TAKAOKA-JAPA,Presidente,40,PSB,Partido Socialista Brasileiro,39
2014,1,ZZ,29882,KUAITE,Presidente,40,PSB,Partido Socialista Brasileiro,2
2014,1,ZZ,30309,PEDRO JUAN CABALLERO,Presidente,40,PSB,Partido Socialista Brasileiro,29
2014,1,ZZ,29580,CONCEPCIÓN,Presidente,40,PSB,Partido Socialista Brasileiro,3
2014,1,ZZ,30279,PARAMARIBO,Presidente,40,PSB,Partido Socialista Brasileiro,255
2014,1,ZZ,29505,CARACAS,Presidente,40,PSB,Partido Socialista Brasileiro,108
2014,1,ZZ,30112,MIAMI,Presidente,40,PSB,Partido Socialista Brasileiro,1723
2014,1,ZZ,29564,CIUDAD GUAYANA,Presidente,40,PSB,Partido Socialista Brasileiro,6
2014,1,ZZ,30538,SEUL,Presidente,40,PSB,Partido Socialista Brasileiro,7
2014,1,ZZ,30821,WINDHOEK,Presidente,40,PSB,Partido Socialista Brasileiro,16
2014,1,ZZ,30422,RIADE,Presidente,40,PSB,Partido Socialista Brasileiro,2
2014,1,ZZ,30341,PORTO,Presidente,40,PSB,Partido Socialista Brasileiro,994
2014,1,ZZ,29777,HAVANA,Presidente,40,PSB,Partido Socialista Brasileiro,6
2014,1,ZZ,30155,MONTREAL,Presidente,40,PSB,Partido Socialista Brasileiro,636
2014,1,ZZ,30597,TEERÃ,Presidente,40,PSB,Partido Socialista Brasileiro,10
2014,1,ZZ,30317,PEQUIM,Presidente,40,PSB,Partido Socialista Brasileiro,15
2014,1,ZZ,30180,MUNIQUE,Presidente,40,PSB,Partido Socialista Brasileiro,944
2014,1,ZZ,30449,ROMA,Presidente,40,PSB,Partido Socialista Brasileiro,683
2014,1,ZZ,29254,ABIDJÃ,Presidente,40,PSB,Partido Socialista Brasileiro,12
2014,1,ZZ,29416,BOSTON,Presidente,40,PSB,Partido Socialista Brasileiro,2694
2014,1,ZZ,29343,BANGKOK,Presidente,40,PSB,Partido Socialista Brasileiro,18
2014,1,ZZ,30210,NOVA DELHI,Presidente,40,PSB,Partido Socialista Brasileiro,5
2014,1,ZZ,29866,KINGSTON-JAMA,Presidente,40,PSB,Partido Socialista Brasileiro,3
2014,1,ZZ,30708,TUNIS,Presidente,40,PSB,Partido Socialista Brasileiro,12
2014,1,ZZ,29742,HAMAMATSU,Presidente,40,PSB,Partido Socialista Brasileiro,636
2014,1,ZZ,30783,WASHINGTON,Presidente,40,PSB,Partido Socialista Brasileiro,963
2014,1,ZZ,30457,AMSTERDÃ,Presidente,40,PSB,Partido Socialista Brasileiro,466
2014,1,ZZ,30724,UEDA-JAPA,Presidente,40,PSB,Partido Socialista Brasileiro,202
2014,1,ZZ,29440,BUCARESTE,Presidente,40,PSB,Partido Socialista Brasileiro,13
2014,1,ZZ,30139,MITSUKAIDO-JAPA,Presidente,40,PSB,Partido Socialista Brasileiro,275
2014,1,ZZ,30619,TEL AVIV,Presidente,40,PSB,Partido Socialista Brasileiro,36
2014,1,ZZ,29998,LUANDA,Presidente,40,PSB,Partido Socialista Brasileiro,32
2014,1,ZZ,30554,SUZUKA-JAPA,Presidente,40,PSB,Partido Socialista Brasileiro,389
2014,1,ZZ,29912,LAGOS,Presidente,40,PSB,Partido Socialista Brasileiro,6
2014,1,ZZ,39322,NICOSIA,Presidente,40,PSB,Partido Socialista Brasileiro,2
2014,1,ZZ,29955,LISBOA,Presidente,40,PSB,Partido Socialista Brasileiro,1426
2014,1,ZZ,29572,COCHABAMBA,Presidente,40,PSB,Partido Socialista Brasileiro,27
2014,1,ZZ,29700,GENEBRA,Presidente,40,PSB,Partido Socialista Brasileiro,684
2014,1,ZZ,29467,BUENOS AIRES,Presidente,40,PSB,Partido Socialista Brasileiro,383
2014,1,ZZ,29378,BELGRADO,Presidente,40,PSB,Partido Socialista Brasileiro,4
2014,1,ZZ,39004,MENDOZA,Presidente,40,PSB,Partido Socialista Brasileiro,17
2014,1,ZZ,30104,MEXICO,Presidente,40,PSB,Partido Socialista Brasileiro,239
2014,1,ZZ,29653,DOHA,Presidente,40,PSB,Partido Socialista Brasileiro,27
2014,1,ZZ,29661,DUBLIN,Presidente,40,PSB,Partido Socialista Brasileiro,78
2014,1,ZZ,30392,QUITO,Presidente,40,PSB,Partido Socialista Brasileiro,79
2014,1,ZZ,39080,ATLANTA,Presidente,40,PSB,Partido Socialista Brasileiro,655
2014,1,ZZ,30902,HARTFORD,Presidente,40,PSB,Partido Socialista Brasileiro,196
2014,1,ZZ,30600,TEGUCIGALPA,Presidente,40,PSB,Partido Socialista Brasileiro,35
2014,1,ZZ,30236,OIZUMI-JAPA,Presidente,40,PSB,Partido Socialista Brasileiro,822
2014,1,ZZ,29890,KUALA LUMPUR,Presidente,40,PSB,Partido Socialista Brasileiro,6
2014,1,ZZ,30287,PARIS,Presidente,40,PSB,Partido Socialista Brasileiro,739
2014,1,ZZ,29297,ANCARA,Presidente,40,PSB,Partido Socialista Brasileiro,3
2014,1,ZZ,29670,ENCARNACIÓN,Presidente,40,PSB,Partido Socialista Brasileiro,10
2014,1,ZZ,29971,LONDRES,Presidente,40,PSB,Partido Socialista Brasileiro,1764
2014,1,ZZ,29513,CHICAGO,Presidente,40,PSB,Partido Socialista Brasileiro,282
2014,1,ZZ,29459,BUDAPESTE,Presidente,40,PSB,Partido Socialista Brasileiro,17
2014,1,ZZ,29785,HELSINQUE,Presidente,40,PSB,Partido Socialista Brasileiro,67
2014,1,ZZ,30066,MADRI,Presidente,40,PSB,Partido Socialista Brasileiro,597
2014,1,ZZ,30961,FARO,Presidente,40,PSB,Partido Socialista Brasileiro,87
2014,1,ZZ,29432,BRUXELAS,Presidente,40,PSB,Partido Socialista Brasileiro,521
2014,1,ZZ,30082,MANILA,Presidente,40,PSB,Partido Socialista Brasileiro,5
2014,1,ZZ,29599,COPENHAGUE,Presidente,40,PSB,Partido Socialista Brasileiro,112
2014,1,ZZ,30414,RAMALLAH,Presidente,40,PSB,Partido Socialista Brasileiro,22
2014,1,ZZ,30562,SYDNEY,Presidente,40,PSB,Partido Socialista Brasileiro,234
2014,1,ZZ,30635,TORONTO,Presidente,40,PSB,Partido Socialista Brasileiro,730
2014,1,ZZ,30368,PRAIA,Presidente,40,PSB,Partido Socialista Brasileiro,12
2014,1,ZZ,30570,TAIPÉ,Presidente,40,PSB,Partido Socialista Brasileiro,33
2014,1,ZZ,29548,SINGAPURA,Presidente,40,PSB,Partido Socialista Brasileiro,22
2014,1,ZZ,39306,ISTAMBUL,Presidente,40,PSB,Partido Socialista Brasileiro,13
2014,1,ZZ,30490,SÃO DOMINGOS,Presidente,40,PSB,Partido Socialista Brasileiro,19
2014,1,ZZ,30252,OTTAWA,Presidente,21,PCB,Partido Comunista Brasileiro,6
2014,1,ZZ,29556,CIUDAD DEL ESTE,Presidente,21,PCB,Partido Comunista Brasileiro,1
2014,1,ZZ,29335,ATENAS,Presidente,21,PCB,Partido Comunista Brasileiro,6
2014,1,ZZ,30198,NAGÓIA,Presidente,21,PCB,Partido Comunista Brasileiro,16
2014,1,ZZ,30848,XANGAI,Presidente,21,PCB,Partido Comunista Brasileiro,1
2014,1,ZZ,29360,BEIRUTE,Presidente,21,PCB,Partido Comunista Brasileiro,2
2014,1,ZZ,30066,MADRI,Presidente,21,PCB,Partido Comunista Brasileiro,6
2014,1,ZZ,29327,ASSUNÇÃO,Presidente,21,PCB,Partido Comunista Brasileiro,2
2014,1,ZZ,29386,BERLIM,Presidente,21,PCB,Partido Comunista Brasileiro,5
2014,1,ZZ,30287,PARIS,Presidente,21,PCB,Partido Comunista Brasileiro,6
2014,1,ZZ,29513,CHICAGO,Presidente,21,PCB,Partido Comunista Brasileiro,2
2014,1,ZZ,29475,CAIENA,Presidente,21,PCB,Partido Comunista Brasileiro,3
2014,1,ZZ,29777,HAVANA,Presidente,21,PCB,Partido Comunista Brasileiro,2
2014,1,ZZ,29416,BOSTON,Presidente,21,PCB,Partido Comunista Brasileiro,8
2014,1,ZZ,30210,NOVA DELHI,Presidente,21,PCB,Partido Comunista Brasileiro,1
2014,1,ZZ,29696,FRANKFURT,Presidente,21,PCB,Partido Comunista Brasileiro,3
2014,1,ZZ,30554,SUZUKA-JAPA,Presidente,21,PCB,Partido Comunista Brasileiro,4
2014,1,ZZ,30783,WASHINGTON,Presidente,21,PCB,Partido Comunista Brasileiro,1
2014,1,ZZ,30392,QUITO,Presidente,21,PCB,Partido Comunista Brasileiro,1
2014,1,ZZ,29742,HAMAMATSU,Presidente,21,PCB,Partido Comunista Brasileiro,12
2014,1,ZZ,30449,ROMA,Presidente,21,PCB,Partido Comunista Brasileiro,6
2014,1,ZZ,30155,MONTREAL,Presidente,21,PCB,Partido Comunista Brasileiro,2
2014,1,ZZ,30724,UEDA-JAPA,Presidente,21,PCB,Partido Comunista Brasileiro,2
2014,1,ZZ,30414,RAMALLAH,Presidente,21,PCB,Partido Comunista Brasileiro,3
2014,1,ZZ,30562,SYDNEY,Presidente,21,PCB,Partido Comunista Brasileiro,3
2014,1,ZZ,29602,CÓRDOBA,Presidente,21,PCB,Partido Comunista Brasileiro,1
2014,1,ZZ,30228,NOVA YORK,Presidente,21,PCB,Partido Comunista Brasileiro,7
2014,1,ZZ,30457,AMSTERDÃ,Presidente,21,PCB,Partido Comunista Brasileiro,3
2014,1,ZZ,30341,PORTO,Presidente,21,PCB,Partido Comunista Brasileiro,13
2014,1,ZZ,29505,CARACAS,Presidente,21,PCB,Partido Comunista Brasileiro,3
2014,1,ZZ,30236,OIZUMI-JAPA,Presidente,21,PCB,Partido Comunista Brasileiro,14
2014,1,ZZ,29408,BOGOTÁ,Presidente,21,PCB,Partido Comunista Brasileiro,1
2014,1,ZZ,29955,LISBOA,Presidente,21,PCB,Partido Comunista Brasileiro,16
2014,1,ZZ,29971,LONDRES,Presidente,21,PCB,Partido Comunista Brasileiro,5
2014,1,ZZ,30643,TOYOHASHI-JAPA,Presidente,21,PCB,Partido Comunista Brasileiro,3
2014,1,ZZ,30279,PARAMARIBO,Presidente,21,PCB,Partido Comunista Brasileiro,1
2014,1,ZZ,29432,BRUXELAS,Presidente,21,PCB,Partido Comunista Brasileiro,1
2014,1,ZZ,29793,HONG KONG,Presidente,21,PCB,Partido Comunista Brasileiro,1
2014,1,ZZ,29904,LA PAZ,Presidente,21,PCB,Partido Comunista Brasileiro,1
2014,1,ZZ,30538,SEUL,Presidente,21,PCB,Partido Comunista Brasileiro,1
2014,1,ZZ,29688,ESTOCOLMO,Presidente,21,PCB,Partido Comunista Brasileiro,1
2014,1,ZZ,30104,MEXICO,Presidente,21,PCB,Partido Comunista Brasileiro,2
2014,1,ZZ,30627,TÓQUIO,Presidente,21,PCB,Partido Comunista Brasileiro,15
2014,1,ZZ,39080,ATLANTA,Presidente,21,PCB,Partido Comunista Brasileiro,1
2014,1,ZZ,29319,ARTIGAS,Presidente,21,PCB,Partido Comunista Brasileiro,1
2014,1,ZZ,29467,BUENOS AIRES,Presidente,21,PCB,Partido Comunista Brasileiro,2
2014,1,ZZ,30570,TAIPÉ,Presidente,21,PCB,Partido Comunista Brasileiro,1
2014,1,ZZ,30481,SANTIAGO,Presidente,21,PCB,Partido Comunista Brasileiro,6
2014,1,ZZ,30180,MUNIQUE,Presidente,21,PCB,Partido Comunista Brasileiro,5
2014,1,ZZ,30147,MONTEVIDÉU,Presidente,21,PCB,Partido Comunista Brasileiro,1
2014,1,ZZ,30112,MIAMI,Presidente,21,PCB,Partido Comunista Brasileiro,6
2014,1,ZZ,29289,AMÃ,Presidente,21,PCB,Partido Comunista Brasileiro,5
2014,1,ZZ,30260,PANAMA,Presidente,21,PCB,Partido Comunista Brasileiro,2
2014,1,ZZ,30090,MAPUTO,Presidente,21,PCB,Partido Comunista Brasileiro,1
2014,1,ZZ,30139,MITSUKAIDO-JAPA,Presidente,21,PCB,Partido Comunista Brasileiro,8
2014,1,ZZ,30864,ZURIQUE,Presidente,21,PCB,Partido Comunista Brasileiro,14
2014,1,ZZ,30767,VIENA,Presidente,21,PCB,Partido Comunista Brasileiro,1
2014,1,ZZ,29572,COCHABAMBA,Presidente,21,PCB,Partido Comunista Brasileiro,1
2014,1,ZZ,29700,GENEBRA,Presidente,21,PCB,Partido Comunista Brasileiro,2
2014,1,ZZ,30120,MILÃO,Presidente,21,PCB,Partido Comunista Brasileiro,9
2014,1,ZZ,30635,TORONTO,Presidente,21,PCB,Partido Comunista Brasileiro,2
2014,1,ZZ,29696,FRANKFURT,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,10
2014,1,ZZ,30449,ROMA,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,8
2014,1,ZZ,29556,CIUDAD DEL ESTE,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,3
2014,1,ZZ,29432,BRUXELAS,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,4
2014,1,ZZ,29602,CÓRDOBA,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,1
2014,1,ZZ,30627,TÓQUIO,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,13
2014,1,ZZ,29840,JACARTA,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,1
2014,1,ZZ,30589,TAKAOKA-JAPA,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,5
2014,1,ZZ,30287,PARIS,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,3
2014,1,ZZ,29351,BARCELONA,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,4
2014,1,ZZ,30562,SYDNEY,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,1
2014,1,ZZ,29599,COPENHAGUE,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,1
2014,1,ZZ,30503,SÃO FRANCISCO,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,2
2014,1,ZZ,29327,ASSUNÇÃO,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,6
2014,1,ZZ,29408,BOGOTÁ,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,2
2014,1,ZZ,29335,ATENAS,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,4
2014,1,ZZ,30473,SANTA CRUZ DE LA SIERRA,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,1
2014,1,ZZ,30066,MADRI,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,8
2014,1,ZZ,29742,HAMAMATSU,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,19
2014,1,ZZ,30180,MUNIQUE,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,10
2014,1,ZZ,39080,ATLANTA,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,13
2014,1,ZZ,30341,PORTO,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,4
2014,1,ZZ,29980,LOS ANGELES,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,4
2014,1,ZZ,29688,ESTOCOLMO,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,1
2014,1,ZZ,29459,BUDAPESTE,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,1
2014,1,ZZ,29785,HELSINQUE,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,1
2014,1,ZZ,30511,SÃO JOSÉ,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,1
2014,1,ZZ,30414,RAMALLAH,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,2
2014,1,ZZ,30228,NOVA YORK,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,23
2014,1,ZZ,30309,PEDRO JUAN CABALLERO,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,1
2014,1,ZZ,30147,MONTEVIDÉU,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,4
2014,1,ZZ,30619,TEL AVIV,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,1
2014,1,ZZ,29386,BERLIM,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,4
2014,1,ZZ,30740,VARSÓVIA,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,1
2014,1,ZZ,30236,OIZUMI-JAPA,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,24
2014,1,ZZ,30198,NAGÓIA,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,29
2014,1,ZZ,29416,BOSTON,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,35
2014,1,ZZ,30155,MONTREAL,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,7
2014,1,ZZ,30457,AMSTERDÃ,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,4
2014,1,ZZ,29505,CARACAS,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,2
2014,1,ZZ,29467,BUENOS AIRES,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,10
2014,1,ZZ,30724,UEDA-JAPA,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,4
2014,1,ZZ,30120,MILÃO,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,20
2014,1,ZZ,29289,AMÃ,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,1
2014,1,ZZ,29491,CAMBERRA,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,1
2014,1,ZZ,30783,WASHINGTON,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,8
2014,1,ZZ,30902,HARTFORD,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,2
2014,1,ZZ,29572,COCHABAMBA,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,3
2014,1,ZZ,29971,LONDRES,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,14
2014,1,ZZ,30864,ZURIQUE,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,12
2014,1,ZZ,30570,TAIPÉ,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,1
2014,1,ZZ,29807,HOUSTON,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,11
2014,1,ZZ,29955,LISBOA,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,11
2014,1,ZZ,29661,DUBLIN,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,2
2014,1,ZZ,30139,MITSUKAIDO-JAPA,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,13
2014,1,ZZ,30112,MIAMI,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,15
2014,1,ZZ,29726,GUATEMALA-GUAT,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,2
2014,1,ZZ,29700,GENEBRA,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,3
2014,1,ZZ,29513,CHICAGO,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,3
2014,1,ZZ,30635,TORONTO,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,7
2014,1,ZZ,30554,SUZUKA-JAPA,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,10
2014,1,ZZ,30481,SANTIAGO,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,2
2014,1,ZZ,29360,BEIRUTE,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,4
2014,1,ZZ,29947,LIMA,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,1
2014,1,ZZ,30104,MEXICO,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,1
2014,1,ZZ,30252,OTTAWA,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,3
2014,1,ZZ,30643,TOYOHASHI-JAPA,Presidente,28,PRTB,Partido Renovador Trabalhista Brasileiro,4
2014,1,ZZ,29661,DUBLIN,Presidente,20,PSC,Partido Social Cristão,1
2014,1,ZZ,30252,OTTAWA,Presidente,20,PSC,Partido Social Cristão,4
2014,1,ZZ,30112,MIAMI,Presidente,20,PSC,Partido Social Cristão,32
2014,1,ZZ,29696,FRANKFURT,Presidente,20,PSC,Partido Social Cristão,7
2014,1,ZZ,30481,SANTIAGO,Presidente,20,PSC,Partido Social Cristão,6
2014,1,ZZ,29319,ARTIGAS,Presidente,20,PSC,Partido Social Cristão,1
2014,1,ZZ,29971,LONDRES,Presidente,20,PSC,Partido Social Cristão,19
2014,1,ZZ,30287,PARIS,Presidente,20,PSC,Partido Social Cristão,7
2014,1,ZZ,30244,OSLO,Presidente,20,PSC,Partido Social Cristão,2
2014,1,ZZ,29416,BOSTON,Presidente,20,PSC,Partido Social Cristão,34
2014,1,ZZ,29467,BUENOS AIRES,Presidente,20,PSC,Partido Social Cristão,5
2014,1,ZZ,30643,TOYOHASHI-JAPA,Presidente,20,PSC,Partido Social Cristão,23
2014,1,ZZ,29335,ATENAS,Presidente,20,PSC,Partido Social Cristão,3
2014,1,ZZ,29602,CÓRDOBA,Presidente,20,PSC,Partido Social Cristão,1
2014,1,ZZ,29998,LUANDA,Presidente,20,PSC,Partido Social Cristão,2
2014,1,ZZ,29386,BERLIM,Presidente,20,PSC,Partido Social Cristão,5
2014,1,ZZ,29394,BISSAU,Presidente,20,PSC,Partido Social Cristão,2
2014,1,ZZ,30414,RAMALLAH,Presidente,20,PSC,Partido Social Cristão,4
2014,1,ZZ,30627,TÓQUIO,Presidente,20,PSC,Partido Social Cristão,43
2014,1,ZZ,30104,MEXICO,Presidente,20,PSC,Partido Social Cristão,5
2014,1,ZZ,30554,SUZUKA-JAPA,Presidente,20,PSC,Partido Social Cristão,17
2014,1,ZZ,30309,PEDRO JUAN CABALLERO,Presidente,20,PSC,Partido Social Cristão,1
2014,1,ZZ,30279,PARAMARIBO,Presidente,20,PSC,Partido Social Cristão,13
2014,1,ZZ,29980,LOS ANGELES,Presidente,20,PSC,Partido Social Cristão,5
2014,1,ZZ,30325,PORT OF SPAIN,Presidente,20,PSC,Partido Social Cristão,1
2014,1,ZZ,30473,SANTA CRUZ DE LA SIERRA,Presidente,20,PSC,Partido Social Cristão,3
2014,1,ZZ,30180,MUNIQUE,Presidente,20,PSC,Partido Social Cristão,22
2014,1,ZZ,29726,GUATEMALA-GUAT,Presidente,20,PSC,Partido Social Cristão,1
2014,1,ZZ,39004,MENDOZA,Presidente,20,PSC,Partido Social Cristão,1
2014,1,ZZ,29475,CAIENA,Presidente,20,PSC,Partido Social Cristão,17
2014,1,ZZ,30066,MADRI,Presidente,20,PSC,Partido Social Cristão,17
2014,1,ZZ,29947,LIMA,Presidente,20,PSC,Partido Social Cristão,3
2014,1,ZZ,30341,PORTO,Presidente,20,PSC,Partido Social Cristão,15
2014,1,ZZ,29688,ESTOCOLMO,Presidente,20,PSC,Partido Social Cristão,1
2014,1,ZZ,30724,UEDA-JAPA,Presidente,20,PSC,Partido Social Cristão,17
2014,1,ZZ,30376,PRETÓRIA,Presidente,20,PSC,Partido Social Cristão,1
2014,1,ZZ,30457,AMSTERDÃ,Presidente,20,PSC,Partido Social Cristão,11
2014,1,ZZ,30767,VIENA,Presidente,20,PSC,Partido Social Cristão,1
2014,1,ZZ,30783,WASHINGTON,Presidente,20,PSC,Partido Social Cristão,20
2014,1,ZZ,29955,LISBOA,Presidente,20,PSC,Partido Social Cristão,35
2014,1,ZZ,30961,FARO,Presidente,20,PSC,Partido Social Cristão,2
2014,1,ZZ,30635,TORONTO,Presidente,20,PSC,Partido Social Cristão,19
2014,1,ZZ,30902,HARTFORD,Presidente,20,PSC,Partido Social Cristão,6
2014,1,ZZ,30864,ZURIQUE,Presidente,20,PSC,Partido Social Cristão,39
2014,1,ZZ,30090,MAPUTO,Presidente,20,PSC,Partido Social Cristão,1
