Election Year,Election Round,Place (ZZ = Exterior),Municipality Code,Municipality Name,Office,Party Number,Party Initials,Party Name,Number of Votes
2018,2,ZZ,29548,SINGAPURA-SING,Presidente,13,PT,Partido dos Trabalhadores,59
2018,2,ZZ,29572,COCHABAMBA,Presidente,13,PT,Partido dos Trabalhadores,23
2018,2,ZZ,29483,CAIRO,Presidente,13,PT,Partido dos Trabalhadores,20
2018,2,ZZ,30120,MILÃO,Presidente,13,PT,Partido dos Trabalhadores,1517
2018,1,ZZ,29564,CIUDAD GUAYANA,Presidente,19,PODE,Podemos,2
2018,1,ZZ,39322,NICOSIA,Presidente,19,PODE,Podemos,2
2018,2,ZZ,30090,MAPUTO,Presidente,13,PT,Partido dos Trabalhadores,106
2018,1,ZZ,29955,LISBOA,Presidente,19,PODE,Podemos,89
2018,1,ZZ,29360,BEIRUTE,Presidente,19,PODE,Podemos,24
2018,1,ZZ,30120,MILÃO,Presidente,19,PODE,Podemos,41
2018,1,ZZ,30457,ROTTERDÃ,Presidente,50,PSOL,Partido Socialismo e Liberdade,19
2018,1,ZZ,30635,TORONTO,Presidente,50,PSOL,Partido Socialismo e Liberdade,40
2018,1,ZZ,30740,VARSÓVIA,Presidente,50,PSOL,Partido Socialismo e Liberdade,1
2018,1,ZZ,29416,BOSTON,Presidente,50,PSOL,Partido Socialismo e Liberdade,28
2018,2,ZZ,29793,HONG KONG-HONG,Presidente,13,PT,Partido dos Trabalhadores,54
2018,2,ZZ,39063,VANCOUVER,Presidente,13,PT,Partido dos Trabalhadores,637
2018,2,ZZ,30350,PRAGA,Presidente,13,PT,Partido dos Trabalhadores,71
2018,1,ZZ,30180,MUNIQUE,Presidente,19,PODE,Podemos,48
2018,1,ZZ,30244,OSLO,Presidente,19,PODE,Podemos,6
2018,1,ZZ,30260,PANAMÁ-PAN,Presidente,19,PODE,Podemos,4
2018,2,ZZ,39306,ISTAMBUL,Presidente,13,PT,Partido dos Trabalhadores,35
2018,2,ZZ,99180,NASSAU,Presidente,13,PT,Partido dos Trabalhadores,4
2018,2,ZZ,30392,QUITO,Presidente,13,PT,Partido dos Trabalhadores,95
2018,1,ZZ,30490,SÃO DOMINGOS,Presidente,19,PODE,Podemos,2
2018,1,ZZ,30350,PRAGA,Presidente,19,PODE,Podemos,3
2018,1,ZZ,29556,CIUDAD DEL ESTE,Presidente,19,PODE,Podemos,44
2018,1,ZZ,29602,CÓRDOBA,Presidente,50,PSOL,Partido Socialismo e Liberdade,2
2018,1,ZZ,29785,HELSINQUE,Presidente,50,PSOL,Partido Socialismo e Liberdade,6
2018,2,ZZ,29602,CÓRDOBA,Presidente,13,PT,Partido dos Trabalhadores,152
2018,1,ZZ,29513,CHICAGO,Presidente,19,PODE,Podemos,12
2018,1,ZZ,29785,HELSINQUE,Presidente,19,PODE,Podemos,4
2018,1,ZZ,30368,PRAIA,Presidente,50,PSOL,Partido Socialismo e Liberdade,2
2018,1,ZZ,30287,PARIS,Presidente,50,PSOL,Partido Socialismo e Liberdade,82
2018,2,ZZ,29785,HELSINQUE,Presidente,13,PT,Partido dos Trabalhadores,180
2018,2,ZZ,30104,MÉXICO-MEXI,Presidente,13,PT,Partido dos Trabalhadores,305
2018,2,ZZ,30783,WASHINGTON,Presidente,13,PT,Partido dos Trabalhadores,1191
2018,1,ZZ,30465,SALTO DEL GUAIRÁ,Presidente,19,PODE,Podemos,5
2018,1,ZZ,29696,FRANKFURT,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,7
2018,1,ZZ,30228,NOVA YORK,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,1
2018,1,ZZ,29319,ARTIGAS,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,2
2018,1,ZZ,29980,LOS ANGELES,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,3
2018,1,ZZ,29327,ASSUNÇÃO,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,1
2018,2,ZZ,29904,LA PAZ,Presidente,17,PSL,Partido Social Liberal,146
2018,2,ZZ,30902,HARTFORD,Presidente,17,PSL,Partido Social Liberal,831
2018,2,ZZ,30627,TÓQUIO,Presidente,17,PSL,Partido Social Liberal,11863
2018,1,ZZ,30430,RIO BRANCO,Presidente,15,MDB,Movimento Democrático Brasileiro,1
2018,1,ZZ,29319,ARTIGAS,Presidente,15,MDB,Movimento Democrático Brasileiro,10
2018,1,ZZ,30627,TÓQUIO,Presidente,15,MDB,Movimento Democrático Brasileiro,114
2018,2,ZZ,29327,ASSUNÇÃO,Presidente,17,PSL,Partido Social Liberal,881
2018,2,ZZ,39160,LIUBLIANA,Presidente,17,PSL,Partido Social Liberal,14
2018,1,ZZ,29572,COCHABAMBA,Presidente,15,MDB,Movimento Democrático Brasileiro,1
2018,2,ZZ,30562,SYDNEY,Presidente,17,PSL,Partido Social Liberal,1351
2018,1,ZZ,30414,RAMALLAH-PALE,Presidente,15,MDB,Movimento Democrático Brasileiro,1
2018,2,ZZ,30082,MANILA,Presidente,17,PSL,Partido Social Liberal,38
2018,2,ZZ,30503,SÃO FRANCISCO,Presidente,17,PSL,Partido Social Liberal,1734
2018,1,ZZ,30180,MUNIQUE,Presidente,15,MDB,Movimento Democrático Brasileiro,16
2018,1,ZZ,39063,VANCOUVER,Presidente,15,MDB,Movimento Democrático Brasileiro,8
2018,1,ZZ,30619,TEL AVIV,Presidente,15,MDB,Movimento Democrático Brasileiro,1
2018,1,ZZ,29793,HONG KONG-HONG,Presidente,15,MDB,Movimento Democrático Brasileiro,5
2018,2,ZZ,29840,JACARTA,Presidente,17,PSL,Partido Social Liberal,16
2018,2,ZZ,30244,OSLO,Presidente,17,PSL,Partido Social Liberal,210
2018,2,ZZ,30392,QUITO,Presidente,17,PSL,Partido Social Liberal,245
2018,1,ZZ,30198,NAGÓIA,Presidente,27,DC,Democracia Cristã,18
2018,2,ZZ,29742,HAMAMATSU,Presidente,17,PSL,Partido Social Liberal,4677
2018,2,ZZ,30805,WELLINGTON,Presidente,17,PSL,Partido Social Liberal,179
2018,2,ZZ,29602,CÓRDOBA,Presidente,17,PSL,Partido Social Liberal,157
2018,2,ZZ,29971,LONDRES,Presidente,17,PSL,Partido Social Liberal,5227
2018,1,ZZ,29971,LONDRES,Presidente,15,MDB,Movimento Democrático Brasileiro,25
2018,1,ZZ,30147,MONTEVIDÉU,Presidente,27,DC,Democracia Cristã,1
2018,1,ZZ,29955,LISBOA,Presidente,27,DC,Democracia Cristã,3
2018,1,ZZ,30287,PARIS,Presidente,15,MDB,Movimento Democrático Brasileiro,12
2018,1,ZZ,30406,RABAT,Presidente,27,DC,Democracia Cristã,1
2018,2,ZZ,99317,TALIN,Presidente,17,PSL,Partido Social Liberal,12
2018,2,ZZ,30783,WASHINGTON,Presidente,17,PSL,Partido Social Liberal,2703
2018,2,ZZ,30201,NAIRÓBI,Presidente,17,PSL,Partido Social Liberal,16
2018,1,ZZ,30449,ROMA,Presidente,27,DC,Democracia Cristã,12
2018,1,ZZ,30287,PARIS,Presidente,27,DC,Democracia Cristã,5
2018,1,ZZ,29408,BOGOTÁ,Presidente,30,NOVO,Partido Novo,35
2018,1,ZZ,29696,FRANKFURT,Presidente,30,NOVO,Partido Novo,226
2018,1,ZZ,29777,HAVANA,Presidente,30,NOVO,Partido Novo,2
2018,1,ZZ,29688,ESTOCOLMO,Presidente,30,NOVO,Partido Novo,159
2018,1,ZZ,29262,ABU DHABI,Presidente,51,PATRI,Patriota,2
2018,1,ZZ,29505,CARACAS,Presidente,45,PSDB,Partido da Social Democracia Brasileira,29
2018,1,ZZ,30120,MILÃO,Presidente,51,PATRI,Patriota,39
2018,1,ZZ,30562,SYDNEY,Presidente,30,NOVO,Partido Novo,401
2018,1,ZZ,29351,BARCELONA,Presidente,30,NOVO,Partido Novo,153
2018,1,ZZ,30805,WELLINGTON,Presidente,51,PATRI,Patriota,2
2018,1,ZZ,30635,TORONTO,Presidente,51,PATRI,Patriota,17
2018,1,ZZ,30520,SÃO SALVADOR,Presidente,51,PATRI,Patriota,1
2018,1,ZZ,39063,VANCOUVER,Presidente,30,NOVO,Partido Novo,362
2018,1,ZZ,30180,MUNIQUE,Presidente,30,NOVO,Partido Novo,392
2018,1,ZZ,30457,ROTTERDÃ,Presidente,51,PATRI,Patriota,16
2018,1,ZZ,29688,ESTOCOLMO,Presidente,18,REDE,Rede Sustentabilidade,66
2018,1,ZZ,30902,HARTFORD,Presidente,18,REDE,Rede Sustentabilidade,11
2018,1,ZZ,30112,MIAMI,Presidente,18,REDE,Rede Sustentabilidade,88
2018,1,ZZ,30848,XANGAI,Presidente,18,REDE,Rede Sustentabilidade,5
2018,1,ZZ,29505,CARACAS,Presidente,18,REDE,Rede Sustentabilidade,5
2018,1,ZZ,30635,TORONTO,Presidente,30,NOVO,Partido Novo,735
2018,1,ZZ,30392,QUITO,Presidente,30,NOVO,Partido Novo,10
2018,1,ZZ,29602,CÓRDOBA,Presidente,51,PATRI,Patriota,2
2018,1,ZZ,29297,ANCARA,Presidente,51,PATRI,Patriota,1
2018,1,ZZ,30783,WASHINGTON,Presidente,51,PATRI,Patriota,15
2018,1,ZZ,30155,MONTREAL,Presidente,51,PATRI,Patriota,8
2018,1,ZZ,30490,SÃO DOMINGOS,Presidente,30,NOVO,Partido Novo,10
2018,1,ZZ,30210,NOVA DELHI,Presidente,30,NOVO,Partido Novo,1
2018,1,ZZ,30074,MANÁGUA,Presidente,30,NOVO,Partido Novo,3
2018,1,ZZ,30376,PRETÓRIA,Presidente,51,PATRI,Patriota,3
2018,1,ZZ,30333,PORTO PRÍNCIPE,Presidente,18,REDE,Rede Sustentabilidade,4
2018,1,ZZ,30414,RAMALLAH-PALE,Presidente,45,PSDB,Partido da Social Democracia Brasileira,7
2018,1,ZZ,29459,BUDAPESTE,Presidente,18,REDE,Rede Sustentabilidade,2
2018,1,ZZ,29610,DACAR,Presidente,18,REDE,Rede Sustentabilidade,1
2018,1,ZZ,29653,DOHA,Presidente,30,NOVO,Partido Novo,21
2018,1,ZZ,30562,SYDNEY,Presidente,18,REDE,Rede Sustentabilidade,70
2018,1,ZZ,30252,OTTAWA,Presidente,18,REDE,Rede Sustentabilidade,34
2018,1,ZZ,30597,TEERÃ,Presidente,18,REDE,Rede Sustentabilidade,1
2018,1,ZZ,30449,ROMA,Presidente,18,REDE,Rede Sustentabilidade,109
2018,1,ZZ,30457,ROTTERDÃ,Presidente,18,REDE,Rede Sustentabilidade,115
2018,1,ZZ,30473,STA C LA SIERRA-BOLI,Presidente,45,PSDB,Partido da Social Democracia Brasileira,27
2018,1,ZZ,29904,LA PAZ,Presidente,19,PODE,Podemos,6
2018,1,ZZ,29947,LIMA,Presidente,19,PODE,Podemos,2
2018,1,ZZ,29980,LOS ANGELES,Presidente,19,PODE,Podemos,24
2018,1,ZZ,29432,BRUXELAS,Presidente,19,PODE,Podemos,17
2018,1,ZZ,30627,TÓQUIO,Presidente,19,PODE,Podemos,579
2018,1,ZZ,30821,WINDHOEK,Presidente,18,REDE,Rede Sustentabilidade,1
2018,1,ZZ,29602,CÓRDOBA,Presidente,18,REDE,Rede Sustentabilidade,12
2018,1,ZZ,29297,ANCARA,Presidente,18,REDE,Rede Sustentabilidade,1
2018,1,ZZ,29998,LUANDA,Presidente,45,PSDB,Partido da Social Democracia Brasileira,5
2018,1,ZZ,29572,COCHABAMBA,Presidente,19,PODE,Podemos,1
2018,1,ZZ,30376,PRETÓRIA,Presidente,45,PSDB,Partido da Social Democracia Brasileira,6
2018,1,ZZ,29483,CAIRO,Presidente,19,PODE,Podemos,4
2018,1,ZZ,30201,NAIRÓBI,Presidente,18,REDE,Rede Sustentabilidade,2
2018,1,ZZ,29653,DOHA,Presidente,18,REDE,Rede Sustentabilidade,5
2018,1,ZZ,29319,ARTIGAS,Presidente,13,PT,Partido dos Trabalhadores,50
2018,1,ZZ,29343,BANGKOK,Presidente,13,PT,Partido dos Trabalhadores,11
2018,1,ZZ,29947,LIMA,Presidente,13,PT,Partido dos Trabalhadores,41
2018,1,ZZ,39102,MASCATE,Presidente,13,PT,Partido dos Trabalhadores,1
2018,1,ZZ,29440,BUCARESTE,Presidente,19,PODE,Podemos,1
2018,1,ZZ,39063,VANCOUVER,Presidente,19,PODE,Podemos,19
2018,1,ZZ,30090,MAPUTO,Presidente,19,PODE,Podemos,4
2018,1,ZZ,29645,DÍLI,Presidente,13,PT,Partido dos Trabalhadores,2
2018,1,ZZ,30805,WELLINGTON,Presidente,19,PODE,Podemos,4
2018,1,ZZ,30597,TEERÃ,Presidente,13,PT,Partido dos Trabalhadores,1
2018,1,ZZ,29670,ENCARNACIÓN,Presidente,13,PT,Partido dos Trabalhadores,16
2018,1,ZZ,30619,TEL AVIV,Presidente,13,PT,Partido dos Trabalhadores,36
2018,1,ZZ,29998,LUANDA,Presidente,19,PODE,Podemos,2
2018,1,ZZ,30821,WINDHOEK,Presidente,13,PT,Partido dos Trabalhadores,3
2018,1,ZZ,30520,SÃO SALVADOR,Presidente,13,PT,Partido dos Trabalhadores,11
2018,1,ZZ,29661,DUBLIN,Presidente,13,PT,Partido dos Trabalhadores,87
2018,1,ZZ,29742,HAMAMATSU,Presidente,13,PT,Partido dos Trabalhadores,94
2018,1,ZZ,29297,ANCARA,Presidente,13,PT,Partido dos Trabalhadores,2
2018,1,ZZ,39020,ZAGREB,Presidente,13,PT,Partido dos Trabalhadores,1
2018,1,ZZ,30201,NAIRÓBI,Presidente,13,PT,Partido dos Trabalhadores,11
2018,2,ZZ,30317,PEQUIM,Presidente,13,PT,Partido dos Trabalhadores,29
2018,2,ZZ,39102,MASCATE,Presidente,13,PT,Partido dos Trabalhadores,4
2018,2,ZZ,29475,CAIENA,Presidente,13,PT,Partido dos Trabalhadores,551
2018,2,ZZ,39322,NICOSIA,Presidente,13,PT,Partido dos Trabalhadores,9
2018,2,ZZ,29530,CIDADE DO CABO,Presidente,13,PT,Partido dos Trabalhadores,50
2018,2,ZZ,30600,TEGUCIGALPA,Presidente,13,PT,Partido dos Trabalhadores,26
2018,1,ZZ,29696,FRANKFURT,Presidente,54,PPL,Partido Pátria Livre,4
2018,1,ZZ,29319,ARTIGAS,Presidente,54,PPL,Partido Pátria Livre,2
2018,1,ZZ,30627,TÓQUIO,Presidente,54,PPL,Partido Pátria Livre,21
2018,1,ZZ,29475,CAIENA,Presidente,54,PPL,Partido Pátria Livre,3
2018,2,ZZ,30406,RABAT,Presidente,13,PT,Partido dos Trabalhadores,16
2018,2,ZZ,30414,RAMALLAH-PALE,Presidente,13,PT,Partido dos Trabalhadores,467
2018,2,ZZ,29351,BARCELONA,Presidente,13,PT,Partido dos Trabalhadores,939
2018,1,ZZ,29904,LA PAZ,Presidente,30,NOVO,Partido Novo,6
2018,1,ZZ,30317,PEQUIM,Presidente,30,NOVO,Partido Novo,2
2018,1,ZZ,29882,KUAITE,Presidente,30,NOVO,Partido Novo,2
2018,2,ZZ,30244,OSLO,Presidente,13,PT,Partido dos Trabalhadores,249
2018,2,ZZ,99287,LUSACA,Presidente,13,PT,Partido dos Trabalhadores,2
2018,2,ZZ,30821,WINDHOEK,Presidente,13,PT,Partido dos Trabalhadores,7
2018,2,ZZ,30961,FARO,Presidente,13,PT,Partido dos Trabalhadores,227
2018,2,ZZ,29556,CIUDAD DEL ESTE,Presidente,13,PT,Partido dos Trabalhadores,193
2018,2,ZZ,29513,CHICAGO,Presidente,13,PT,Partido dos Trabalhadores,528
2018,1,ZZ,30600,TEGUCIGALPA,Presidente,30,NOVO,Partido Novo,2
2018,1,ZZ,29416,BOSTON,Presidente,54,PPL,Partido Pátria Livre,2
2018,1,ZZ,30651,CANTÃO,Presidente,30,NOVO,Partido Novo,4
2018,1,ZZ,30341,PORTO,Presidente,54,PPL,Partido Pátria Livre,3
2018,1,ZZ,30414,RAMALLAH-PALE,Presidente,30,NOVO,Partido Novo,7
2018,2,ZZ,30325,PORT OF SPAIN,Presidente,13,PT,Partido dos Trabalhadores,4
2018,2,ZZ,98000,GUATEMALA,Presidente,13,PT,Partido dos Trabalhadores,20
2018,1,ZZ,30104,MÉXICO-MEXI,Presidente,54,PPL,Partido Pátria Livre,2
2018,1,ZZ,29793,HONG KONG-HONG,Presidente,30,NOVO,Partido Novo,18
2018,1,ZZ,29840,JACARTA,Presidente,30,NOVO,Partido Novo,2
2018,1,ZZ,30520,SÃO SALVADOR,Presidente,30,NOVO,Partido Novo,4
2018,1,ZZ,30350,PRAGA,Presidente,30,NOVO,Partido Novo,18
2018,1,ZZ,29335,ATENAS,Presidente,30,NOVO,Partido Novo,22
2018,1,ZZ,29556,CIUDAD DEL ESTE,Presidente,30,NOVO,Partido Novo,11
2018,1,ZZ,29696,FRANKFURT,Presidente,15,MDB,Movimento Democrático Brasileiro,16
2018,1,ZZ,29700,GENEBRA,Presidente,15,MDB,Movimento Democrático Brasileiro,14
2018,1,ZZ,29505,CARACAS,Presidente,15,MDB,Movimento Democrático Brasileiro,2
2018,1,ZZ,29785,HELSINQUE,Presidente,30,NOVO,Partido Novo,44
2018,1,ZZ,29998,LUANDA,Presidente,30,NOVO,Partido Novo,4
2018,1,ZZ,30155,MONTREAL,Presidente,30,NOVO,Partido Novo,541
2018,1,ZZ,30376,PRETÓRIA,Presidente,30,NOVO,Partido Novo,18
2018,1,ZZ,30104,MÉXICO-MEXI,Presidente,30,NOVO,Partido Novo,101
2018,1,ZZ,30120,MILÃO,Presidente,15,MDB,Movimento Democrático Brasileiro,28
2018,1,ZZ,29335,ATENAS,Presidente,15,MDB,Movimento Democrático Brasileiro,6
2018,1,ZZ,30473,STA C LA SIERRA-BOLI,Presidente,15,MDB,Movimento Democrático Brasileiro,2
2018,1,ZZ,30392,QUITO,Presidente,15,MDB,Movimento Democrático Brasileiro,2
2018,1,ZZ,30490,SÃO DOMINGOS,Presidente,15,MDB,Movimento Democrático Brasileiro,2
2018,1,ZZ,29661,DUBLIN,Presidente,15,MDB,Movimento Democrático Brasileiro,2
2018,1,ZZ,30317,PEQUIM,Presidente,50,PSOL,Partido Socialismo e Liberdade,1
2018,1,ZZ,29343,BANGKOK,Presidente,50,PSOL,Partido Socialismo e Liberdade,1
2018,1,ZZ,29947,LIMA,Presidente,50,PSOL,Partido Socialismo e Liberdade,4
2018,1,ZZ,30848,XANGAI,Presidente,50,PSOL,Partido Socialismo e Liberdade,1
2018,1,ZZ,30864,ZURIQUE,Presidente,50,PSOL,Partido Socialismo e Liberdade,33
2018,1,ZZ,29785,HELSINQUE,Presidente,27,DC,Democracia Cristã,1
2018,1,ZZ,29327,ASSUNÇÃO,Presidente,50,PSOL,Partido Socialismo e Liberdade,2
2018,1,ZZ,30708,TUNIS,Presidente,13,PT,Partido dos Trabalhadores,2
2018,1,ZZ,29882,KUAITE,Presidente,13,PT,Partido dos Trabalhadores,11
2018,1,ZZ,29475,CAIENA,Presidente,13,PT,Partido dos Trabalhadores,356
2018,1,ZZ,30147,MONTEVIDÉU,Presidente,13,PT,Partido dos Trabalhadores,227
2018,1,ZZ,30651,CANTÃO,Presidente,50,PSOL,Partido Socialismo e Liberdade,1
2018,1,ZZ,30449,ROMA,Presidente,50,PSOL,Partido Socialismo e Liberdade,23
2018,1,ZZ,30120,MILÃO,Presidente,13,PT,Partido dos Trabalhadores,786
2018,1,ZZ,29378,BELGRADO,Presidente,13,PT,Partido dos Trabalhadores,5
2018,1,ZZ,30511,SÃO JOSÉ,Presidente,13,PT,Partido dos Trabalhadores,31
2018,1,ZZ,30449,ROMA,Presidente,13,PT,Partido dos Trabalhadores,663
2018,1,ZZ,30805,WELLINGTON,Presidente,50,PSOL,Partido Socialismo e Liberdade,3
2018,1,ZZ,30082,MANILA,Presidente,13,PT,Partido dos Trabalhadores,7
2018,1,ZZ,30252,OTTAWA,Presidente,13,PT,Partido dos Trabalhadores,68
2018,1,ZZ,30481,SANTIAGO,Presidente,13,PT,Partido dos Trabalhadores,146
2018,1,ZZ,30163,MOSCOU,Presidente,13,PT,Partido dos Trabalhadores,4
2018,1,ZZ,29742,HAMAMATSU,Presidente,50,PSOL,Partido Socialismo e Liberdade,16
2018,1,ZZ,29270,ACCRA-GANA,Presidente,50,PSOL,Partido Socialismo e Liberdade,1
2018,1,ZZ,30457,ROTTERDÃ,Presidente,13,PT,Partido dos Trabalhadores,313
2018,1,ZZ,30473,STA C LA SIERRA-BOLI,Presidente,13,PT,Partido dos Trabalhadores,80
2018,1,ZZ,29416,BOSTON,Presidente,13,PT,Partido dos Trabalhadores,755
2018,1,ZZ,29335,ATENAS,Presidente,13,PT,Partido dos Trabalhadores,31
2018,2,ZZ,29343,BANGKOK,Presidente,17,PSL,Partido Social Liberal,53
2018,2,ZZ,30848,XANGAI,Presidente,17,PSL,Partido Social Liberal,151
2018,2,ZZ,29475,CAIENA,Presidente,17,PSL,Partido Social Liberal,950
2018,2,ZZ,29548,SINGAPURA-SING,Presidente,17,PSL,Partido Social Liberal,164
2018,2,ZZ,29718,GEORGETOWN,Presidente,17,PSL,Partido Social Liberal,47
2018,1,ZZ,29688,ESTOCOLMO,Presidente,19,PODE,Podemos,10
2018,2,ZZ,29521,CHUY,Presidente,17,PSL,Partido Social Liberal,10
2018,2,ZZ,29912,LAGOS,Presidente,17,PSL,Partido Social Liberal,8
2018,2,ZZ,30260,PANAMÁ-PAN,Presidente,17,PSL,Partido Social Liberal,471
2018,2,ZZ,30597,TEERÃ,Presidente,17,PSL,Partido Social Liberal,22
2018,2,ZZ,30619,TEL AVIV,Presidente,17,PSL,Partido Social Liberal,391
2018,2,ZZ,29890,KUALA LUMPUR,Presidente,17,PSL,Partido Social Liberal,34
2018,1,ZZ,30600,TEGUCIGALPA,Presidente,19,PODE,Podemos,4
2018,2,ZZ,99180,NASSAU,Presidente,17,PSL,Partido Social Liberal,16
2018,2,ZZ,30473,STA C LA SIERRA-BOLI,Presidente,17,PSL,Partido Social Liberal,1026
2018,2,ZZ,29270,ACCRA-GANA,Presidente,17,PSL,Partido Social Liberal,5
2018,1,ZZ,39004,MENDOZA,Presidente,19,PODE,Podemos,1
2018,2,ZZ,98000,GUATEMALA,Presidente,17,PSL,Partido Social Liberal,103
2018,2,ZZ,30465,SALTO DEL GUAIRÁ,Presidente,17,PSL,Partido Social Liberal,285
2018,1,ZZ,29661,DUBLIN,Presidente,19,PODE,Podemos,7
2018,1,ZZ,30767,VIENA,Presidente,19,PODE,Podemos,10
2018,1,ZZ,30376,PRETÓRIA,Presidente,19,PODE,Podemos,2
2018,1,ZZ,29653,DOHA,Presidente,19,PODE,Podemos,1
2018,1,ZZ,29904,LA PAZ,Presidente,51,PATRI,Patriota,2
2018,1,ZZ,29408,BOGOTÁ,Presidente,51,PATRI,Patriota,2
2018,1,ZZ,29599,COPENHAGUE-DINA,Presidente,51,PATRI,Patriota,3
2018,1,ZZ,29319,ARTIGAS,Presidente,51,PATRI,Patriota,5
2018,1,ZZ,29700,GENEBRA,Presidente,51,PATRI,Patriota,26
2018,1,ZZ,29572,COCHABAMBA,Presidente,51,PATRI,Patriota,1
2018,1,ZZ,30414,RAMALLAH-PALE,Presidente,51,PATRI,Patriota,2
2018,1,ZZ,30180,MUNIQUE,Presidente,51,PATRI,Patriota,31
2018,1,ZZ,29556,CIUDAD DEL ESTE,Presidente,51,PATRI,Patriota,2
2018,1,ZZ,29971,LONDRES,Presidente,51,PATRI,Patriota,47
2018,1,ZZ,30767,VIENA,Presidente,51,PATRI,Patriota,7
2018,1,ZZ,30104,MÉXICO-MEXI,Presidente,51,PATRI,Patriota,3
2018,1,ZZ,30430,RIO BRANCO,Presidente,12,PDT,Partido Democrático Trabalhista,5
2018,1,ZZ,30708,TUNIS,Presidente,12,PDT,Partido Democrático Trabalhista,7
2018,1,ZZ,29777,HAVANA,Presidente,12,PDT,Partido Democrático Trabalhista,7
2018,1,ZZ,29688,ESTOCOLMO,Presidente,12,PDT,Partido Democrático Trabalhista,344
2018,1,ZZ,29254,ABIDJÃ,Presidente,12,PDT,Partido Democrático Trabalhista,2
2018,1,ZZ,29610,DACAR,Presidente,12,PDT,Partido Democrático Trabalhista,6
2018,1,ZZ,29459,BUDAPESTE,Presidente,12,PDT,Partido Democrático Trabalhista,31
2018,1,ZZ,30279,PARAMARIBO,Presidente,30,NOVO,Partido Novo,4
2018,1,ZZ,29980,LOS ANGELES,Presidente,30,NOVO,Partido Novo,238
2018,1,ZZ,29432,BRUXELAS,Presidente,30,NOVO,Partido Novo,159
2018,1,ZZ,29262,ABU DHABI,Presidente,30,NOVO,Partido Novo,95
2018,1,ZZ,30562,SYDNEY,Presidente,12,PDT,Partido Democrático Trabalhista,484
2018,1,ZZ,39063,VANCOUVER,Presidente,12,PDT,Partido Democrático Trabalhista,422
2018,1,ZZ,30244,OSLO,Presidente,12,PDT,Partido Democrático Trabalhista,140
