Election Year,Election Round,Place (ZZ = Exterior),Municipality Code,Municipality Name,Office,Party Number,Party Initials,Party Name,Number of Votes
2018,1,ZZ,29378,BELGRADO,Presidente,12,PDT,Partido Democrático Trabalhista,14
2018,1,ZZ,30821,WINDHOEK,Presidente,12,PDT,Partido Democrático Trabalhista,3
2018,1,ZZ,29904,LA PAZ,Presidente,13,PT,Partido dos Trabalhadores,23
2018,1,ZZ,30317,PEQUIM,Presidente,13,PT,Partido dos Trabalhadores,9
2018,1,ZZ,29688,ESTOCOLMO,Presidente,13,PT,Partido dos Trabalhadores,213
2018,1,ZZ,30864,ZURIQUE,Presidente,13,PT,Partido dos Trabalhadores,643
2018,1,ZZ,30163,MOSCOU,Presidente,12,PDT,Partido Democrático Trabalhista,18
2018,1,ZZ,29378,BELGRADO,Presidente,30,NOVO,Partido Novo,2
2018,1,ZZ,30260,PANAMÁ-PAN,Presidente,30,NOVO,Partido Novo,47
2018,1,ZZ,29750,HANÓI,Presidente,30,NOVO,Partido Novo,1
2018,1,ZZ,29890,KUALA LUMPUR,Presidente,30,NOVO,Partido Novo,7
2018,1,ZZ,29491,CAMBERRA,Presidente,30,NOVO,Partido Novo,141
2018,1,ZZ,30325,PORT OF SPAIN,Presidente,12,PDT,Partido Democrático Trabalhista,6
2018,1,ZZ,30783,WASHINGTON,Presidente,12,PDT,Partido Democrático Trabalhista,736
2018,1,ZZ,30961,FARO,Presidente,30,NOVO,Partido Novo,31
2018,1,ZZ,29742,HAMAMATSU,Presidente,30,NOVO,Partido Novo,202
2018,1,ZZ,39020,ZAGREB,Presidente,30,NOVO,Partido Novo,4
2018,1,ZZ,30333,PORTO PRÍNCIPE,Presidente,13,PT,Partido dos Trabalhadores,3
2018,1,ZZ,30287,PARIS,Presidente,12,PDT,Partido Democrático Trabalhista,1394
2018,1,ZZ,29459,BUDAPESTE,Presidente,13,PT,Partido dos Trabalhadores,16
2018,1,ZZ,29912,LAGOS,Presidente,13,PT,Partido dos Trabalhadores,10
2018,1,ZZ,30651,CANTÃO,Presidente,13,PT,Partido dos Trabalhadores,4
2018,1,ZZ,29955,LISBOA,Presidente,13,PT,Partido dos Trabalhadores,928
2018,1,ZZ,30902,HARTFORD,Presidente,17,PSL,Partido Social Liberal,734
2018,1,ZZ,29475,CAIENA,Presidente,17,PSL,Partido Social Liberal,812
2018,1,ZZ,30198,NAGÓIA,Presidente,17,PSL,Partido Social Liberal,8815
2018,1,ZZ,30406,RABAT,Presidente,13,PT,Partido dos Trabalhadores,7
2018,1,ZZ,30503,SÃO FRANCISCO,Presidente,13,PT,Partido dos Trabalhadores,274
2018,1,ZZ,29440,BUCARESTE,Presidente,13,PT,Partido dos Trabalhadores,3
2018,1,ZZ,30244,OSLO,Presidente,13,PT,Partido dos Trabalhadores,70
2018,1,ZZ,30600,TEGUCIGALPA,Presidente,17,PSL,Partido Social Liberal,50
2018,1,ZZ,29530,CIDADE DO CABO,Presidente,17,PSL,Partido Social Liberal,56
2018,1,ZZ,29394,BISSAU,Presidente,17,PSL,Partido Social Liberal,17
2018,1,ZZ,29513,CHICAGO,Presidente,13,PT,Partido dos Trabalhadores,150
2018,1,ZZ,30767,VIENA,Presidente,13,PT,Partido dos Trabalhadores,161
2018,1,ZZ,29440,BUCARESTE,Presidente,17,PSL,Partido Social Liberal,11
2018,1,ZZ,29670,ENCARNACIÓN,Presidente,17,PSL,Partido Social Liberal,88
2018,1,ZZ,39063,VANCOUVER,Presidente,17,PSL,Partido Social Liberal,992
2018,1,ZZ,30066,MADRI,Presidente,17,PSL,Partido Social Liberal,1913
2018,1,ZZ,30740,VARSÓVIA,Presidente,17,PSL,Partido Social Liberal,30
2018,1,ZZ,29513,CHICAGO,Presidente,17,PSL,Partido Social Liberal,1004
2018,1,ZZ,30961,FARO,Presidente,17,PSL,Partido Social Liberal,482
2018,1,ZZ,30635,TORONTO,Presidente,17,PSL,Partido Social Liberal,3119
2018,1,ZZ,30074,MANÁGUA,Presidente,17,PSL,Partido Social Liberal,27
2018,1,ZZ,29270,ACCRA-GANA,Presidente,17,PSL,Partido Social Liberal,6
2018,1,ZZ,98000,GUATEMALA,Presidente,17,PSL,Partido Social Liberal,85
2018,1,ZZ,29408,BOGOTÁ,Presidente,45,PSDB,Partido da Social Democracia Brasileira,26
2018,1,ZZ,29319,ARTIGAS,Presidente,45,PSDB,Partido da Social Democracia Brasileira,22
2018,1,ZZ,39102,MASCATE,Presidente,45,PSDB,Partido da Social Democracia Brasileira,1
2018,1,ZZ,29475,CAIENA,Presidente,45,PSDB,Partido da Social Democracia Brasileira,82
2018,1,ZZ,30198,NAGÓIA,Presidente,45,PSDB,Partido da Social Democracia Brasileira,531
2018,1,ZZ,29459,BUDAPESTE,Presidente,45,PSDB,Partido da Social Democracia Brasileira,2
2018,1,ZZ,29289,AMÃ,Presidente,45,PSDB,Partido da Social Democracia Brasileira,10
2018,1,ZZ,30600,TEGUCIGALPA,Presidente,45,PSDB,Partido da Social Democracia Brasileira,2
2018,1,ZZ,29688,ESTOCOLMO,Presidente,54,PPL,Partido Pátria Livre,3
2018,1,ZZ,30112,MIAMI,Presidente,54,PPL,Partido Pátria Livre,2
2018,1,ZZ,29505,CARACAS,Presidente,54,PPL,Partido Pátria Livre,1
2018,1,ZZ,30406,RABAT,Presidente,45,PSDB,Partido da Social Democracia Brasileira,2
2018,1,ZZ,30260,PANAMÁ-PAN,Presidente,45,PSDB,Partido da Social Democracia Brasileira,24
2018,1,ZZ,30180,MUNIQUE,Presidente,45,PSDB,Partido da Social Democracia Brasileira,161
2018,1,ZZ,30066,MADRI,Presidente,45,PSDB,Partido da Social Democracia Brasileira,115
2018,1,ZZ,29750,HANÓI,Presidente,45,PSDB,Partido da Social Democracia Brasileira,2
2018,1,ZZ,39063,VANCOUVER,Presidente,54,PPL,Partido Pátria Livre,1
2018,1,ZZ,29491,CAMBERRA,Presidente,45,PSDB,Partido da Social Democracia Brasileira,36
2018,1,ZZ,29807,HOUSTON,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,1
2018,1,ZZ,30155,MONTREAL,Presidente,54,PPL,Partido Pátria Livre,2
2018,1,ZZ,30210,NOVA DELHI,Presidente,45,PSDB,Partido da Social Democracia Brasileira,1
2018,1,ZZ,29971,LONDRES,Presidente,45,PSDB,Partido da Social Democracia Brasileira,242
2018,1,ZZ,30414,RAMALLAH-PALE,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,3
2018,1,ZZ,30783,WASHINGTON,Presidente,45,PSDB,Partido da Social Democracia Brasileira,221
2018,1,ZZ,29653,DOHA,Presidente,45,PSDB,Partido da Social Democracia Brasileira,4
2018,1,ZZ,30260,PANAMÁ-PAN,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,1
2018,1,ZZ,30244,OSLO,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,3
2018,1,ZZ,29556,CIUDAD DEL ESTE,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,4
2018,1,ZZ,29742,HAMAMATSU,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,21
2018,1,ZZ,29467,BUENOS AIRES,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,12
2018,1,ZZ,30287,PARIS,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,8
2018,1,ZZ,30155,MONTREAL,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,5
2018,1,ZZ,29904,LA PAZ,Presidente,27,DC,Democracia Cristã,1
2018,1,ZZ,30228,NOVA YORK,Presidente,27,DC,Democracia Cristã,3
2018,1,ZZ,30112,MIAMI,Presidente,27,DC,Democracia Cristã,5
2018,1,ZZ,30627,TÓQUIO,Presidente,27,DC,Democracia Cristã,29
2018,1,ZZ,29475,CAIENA,Presidente,27,DC,Democracia Cristã,2
2018,1,ZZ,30120,MILÃO,Presidente,27,DC,Democracia Cristã,6
2018,1,ZZ,30228,NOVA YORK,Presidente,50,PSOL,Partido Socialismo e Liberdade,45
2018,1,ZZ,29432,BRUXELAS,Presidente,50,PSOL,Partido Socialismo e Liberdade,17
2018,1,ZZ,29475,CAIENA,Presidente,50,PSOL,Partido Socialismo e Liberdade,5
2018,1,ZZ,29386,BERLIM,Presidente,50,PSOL,Partido Socialismo e Liberdade,74
2018,1,ZZ,30244,OSLO,Presidente,50,PSOL,Partido Socialismo e Liberdade,4
2018,1,ZZ,29890,KUALA LUMPUR,Presidente,50,PSOL,Partido Socialismo e Liberdade,2
2018,1,ZZ,29335,ATENAS,Presidente,50,PSOL,Partido Socialismo e Liberdade,5
2018,1,ZZ,29513,CHICAGO,Presidente,50,PSOL,Partido Socialismo e Liberdade,7
2018,1,ZZ,29408,BOGOTÁ,Presidente,18,REDE,Rede Sustentabilidade,10
2018,1,ZZ,29432,BRUXELAS,Presidente,18,REDE,Rede Sustentabilidade,69
2018,1,ZZ,30074,MANÁGUA,Presidente,50,PSOL,Partido Socialismo e Liberdade,1
2018,1,ZZ,29548,SINGAPURA-SING,Presidente,45,PSDB,Partido da Social Democracia Brasileira,13
2018,1,ZZ,30147,MONTEVIDÉU,Presidente,45,PSDB,Partido da Social Democracia Brasileira,59
2018,1,ZZ,29483,CAIRO,Presidente,18,REDE,Rede Sustentabilidade,1
2018,1,ZZ,30201,NAIRÓBI,Presidente,50,PSOL,Partido Socialismo e Liberdade,3
2018,1,ZZ,30155,MONTREAL,Presidente,50,PSOL,Partido Socialismo e Liberdade,35
2018,1,ZZ,30570,TAIPÉ,Presidente,50,PSOL,Partido Socialismo e Liberdade,1
2018,1,ZZ,29530,CIDADE DO CABO,Presidente,18,REDE,Rede Sustentabilidade,6
2018,1,ZZ,29572,COCHABAMBA,Presidente,18,REDE,Rede Sustentabilidade,3
2018,1,ZZ,29548,SINGAPURA-SING,Presidente,18,REDE,Rede Sustentabilidade,5
2018,1,ZZ,30562,SYDNEY,Presidente,45,PSDB,Partido da Social Democracia Brasileira,70
2018,1,ZZ,30244,OSLO,Presidente,45,PSDB,Partido da Social Democracia Brasileira,15
2018,1,ZZ,30449,ROMA,Presidente,45,PSDB,Partido da Social Democracia Brasileira,107
2018,1,ZZ,29645,DÍLI,Presidente,18,REDE,Rede Sustentabilidade,5
2018,1,ZZ,30597,TEERÃ,Presidente,45,PSDB,Partido da Social Democracia Brasileira,2
2018,1,ZZ,30503,SÃO FRANCISCO,Presidente,45,PSDB,Partido da Social Democracia Brasileira,173
2018,1,ZZ,29521,CHUY,Presidente,18,REDE,Rede Sustentabilidade,1
2018,1,ZZ,39063,VANCOUVER,Presidente,45,PSDB,Partido da Social Democracia Brasileira,55
2018,1,ZZ,30066,MADRI,Presidente,18,REDE,Rede Sustentabilidade,109
2018,2,ZZ,30430,RIO BRANCO,Presidente,17,PSL,Partido Social Liberal,10
2018,2,ZZ,29408,BOGOTÁ,Presidente,17,PSL,Partido Social Liberal,284
2018,2,ZZ,30279,PARAMARIBO,Presidente,17,PSL,Partido Social Liberal,390
2018,2,ZZ,29882,KUAITE,Presidente,17,PSL,Partido Social Liberal,26
2018,1,ZZ,29556,CIUDAD DEL ESTE,Presidente,45,PSDB,Partido da Social Democracia Brasileira,57
2018,1,ZZ,29742,HAMAMATSU,Presidente,45,PSDB,Partido da Social Democracia Brasileira,218
2018,1,ZZ,39306,ISTAMBUL,Presidente,45,PSDB,Partido da Social Democracia Brasileira,10
2018,1,ZZ,29513,CHICAGO,Presidente,18,REDE,Rede Sustentabilidade,50
2018,1,ZZ,29602,CÓRDOBA,Presidente,45,PSDB,Partido da Social Democracia Brasileira,18
2018,1,ZZ,29416,BOSTON,Presidente,18,REDE,Rede Sustentabilidade,170
2018,1,ZZ,30490,SÃO DOMINGOS,Presidente,18,REDE,Rede Sustentabilidade,1
2018,1,ZZ,29661,DUBLIN,Presidente,18,REDE,Rede Sustentabilidade,37
2018,2,ZZ,29483,CAIRO,Presidente,17,PSL,Partido Social Liberal,24
2018,1,ZZ,30465,SALTO DEL GUAIRÁ,Presidente,45,PSDB,Partido da Social Democracia Brasileira,5
2018,2,ZZ,30147,MONTEVIDÉU,Presidente,17,PSL,Partido Social Liberal,660
2018,2,ZZ,29610,DACAR,Presidente,17,PSL,Partido Social Liberal,32
2018,2,ZZ,29394,BISSAU,Presidente,17,PSL,Partido Social Liberal,14
2018,1,ZZ,29971,LONDRES,Presidente,18,REDE,Rede Sustentabilidade,251
2018,1,ZZ,30074,MANÁGUA,Presidente,18,REDE,Rede Sustentabilidade,3
2018,2,ZZ,29360,BEIRUTE,Presidente,17,PSL,Partido Social Liberal,1041
2018,1,ZZ,30287,PARIS,Presidente,18,REDE,Rede Sustentabilidade,175
2018,2,ZZ,30406,RABAT,Presidente,17,PSL,Partido Social Liberal,6
2018,2,ZZ,29750,HANÓI,Presidente,17,PSL,Partido Social Liberal,7
2018,2,ZZ,30163,MOSCOU,Presidente,17,PSL,Partido Social Liberal,17
2018,2,ZZ,39306,ISTAMBUL,Presidente,17,PSL,Partido Social Liberal,55
2018,2,ZZ,29335,ATENAS,Presidente,17,PSL,Partido Social Liberal,276
2018,2,ZZ,30767,VIENA,Presidente,17,PSL,Partido Social Liberal,371
2018,2,ZZ,30155,MONTREAL,Presidente,17,PSL,Partido Social Liberal,1879
2018,2,ZZ,30376,PRETÓRIA,Presidente,17,PSL,Partido Social Liberal,206
2018,1,ZZ,29882,KUAITE,Presidente,12,PDT,Partido Democrático Trabalhista,5
2018,1,ZZ,30317,PEQUIM,Presidente,12,PDT,Partido Democrático Trabalhista,19
2018,1,ZZ,38962,DAR ES SALAAM,Presidente,12,PDT,Partido Democrático Trabalhista,3
2018,1,ZZ,29475,CAIENA,Presidente,12,PDT,Partido Democrático Trabalhista,91
2018,1,ZZ,29505,CARACAS,Presidente,12,PDT,Partido Democrático Trabalhista,35
2018,1,ZZ,30902,HARTFORD,Presidente,51,PATRI,Patriota,3
2018,1,ZZ,29718,GEORGETOWN,Presidente,12,PDT,Partido Democrático Trabalhista,5
2018,1,ZZ,30333,PORTO PRÍNCIPE,Presidente,12,PDT,Partido Democrático Trabalhista,4
2018,1,ZZ,39160,LIUBLIANA,Presidente,12,PDT,Partido Democrático Trabalhista,5
2018,1,ZZ,30147,MONTEVIDÉU,Presidente,12,PDT,Partido Democrático Trabalhista,184
2018,1,ZZ,29289,AMÃ,Presidente,12,PDT,Partido Democrático Trabalhista,29
2018,1,ZZ,29360,BEIRUTE,Presidente,12,PDT,Partido Democrático Trabalhista,123
2018,1,ZZ,30414,RAMALLAH-PALE,Presidente,12,PDT,Partido Democrático Trabalhista,42
2018,1,ZZ,30651,CANTÃO,Presidente,12,PDT,Partido Democrático Trabalhista,4
2018,1,ZZ,29793,HONG KONG-HONG,Presidente,12,PDT,Partido Democrático Trabalhista,32
2018,1,ZZ,30082,MANILA,Presidente,12,PDT,Partido Democrático Trabalhista,8
2018,1,ZZ,30562,SYDNEY,Presidente,51,PATRI,Patriota,6
2018,1,ZZ,29645,DÍLI,Presidente,12,PDT,Partido Democrático Trabalhista,3
2018,1,ZZ,30511,SÃO JOSÉ,Presidente,12,PDT,Partido Democrático Trabalhista,32
2018,1,ZZ,30180,MUNIQUE,Presidente,12,PDT,Partido Democrático Trabalhista,686
2018,1,ZZ,30252,OTTAWA,Presidente,12,PDT,Partido Democrático Trabalhista,131
2018,1,ZZ,39209,BRATISLAVA,Presidente,12,PDT,Partido Democrático Trabalhista,18
2018,1,ZZ,30449,ROMA,Presidente,12,PDT,Partido Democrático Trabalhista,616
2018,1,ZZ,30449,ROMA,Presidente,51,PATRI,Patriota,29
2018,1,ZZ,29661,DUBLIN,Presidente,51,PATRI,Patriota,2
2018,1,ZZ,30090,MAPUTO,Presidente,12,PDT,Partido Democrático Trabalhista,38
2018,1,ZZ,29351,BARCELONA,Presidente,12,PDT,Partido Democrático Trabalhista,491
2018,1,ZZ,30520,SÃO SALVADOR,Presidente,12,PDT,Partido Democrático Trabalhista,6
2018,1,ZZ,30635,TORONTO,Presidente,12,PDT,Partido Democrático Trabalhista,953
2018,1,ZZ,30392,QUITO,Presidente,51,PATRI,Patriota,1
2018,1,ZZ,29416,BOSTON,Presidente,51,PATRI,Patriota,68
2018,1,ZZ,30473,STA C LA SIERRA-BOLI,Presidente,51,PATRI,Patriota,4
2018,1,ZZ,30740,VARSÓVIA,Presidente,12,PDT,Partido Democrático Trabalhista,32
2018,1,ZZ,30210,NOVA DELHI,Presidente,12,PDT,Partido Democrático Trabalhista,7
2018,1,ZZ,29270,ACCRA-GANA,Presidente,12,PDT,Partido Democrático Trabalhista,6
2018,1,ZZ,29467,BUENOS AIRES,Presidente,12,PDT,Partido Democrático Trabalhista,611
2018,1,ZZ,29971,LONDRES,Presidente,12,PDT,Partido Democrático Trabalhista,1942
2018,1,ZZ,30074,MANÁGUA,Presidente,12,PDT,Partido Democrático Trabalhista,12
2018,1,ZZ,30767,VIENA,Presidente,12,PDT,Partido Democrático Trabalhista,236
2018,1,ZZ,29297,ANCARA,Presidente,12,PDT,Partido Democrático Trabalhista,3
2018,1,ZZ,29858,KIEV,Presidente,12,PDT,Partido Democrático Trabalhista,4
2018,1,ZZ,30155,MONTREAL,Presidente,12,PDT,Partido Democrático Trabalhista,1161
2018,1,ZZ,30368,PRAIA,Presidente,12,PDT,Partido Democrático Trabalhista,4
2018,2,ZZ,30430,RIO BRANCO,Presidente,13,PT,Partido dos Trabalhadores,7
2018,2,ZZ,29408,BOGOTÁ,Presidente,13,PT,Partido dos Trabalhadores,180
2018,2,ZZ,29777,HAVANA,Presidente,13,PT,Partido dos Trabalhadores,19
2018,2,ZZ,29319,ARTIGAS,Presidente,13,PT,Partido dos Trabalhadores,83
2018,2,ZZ,29947,LIMA,Presidente,13,PT,Partido dos Trabalhadores,151
2018,2,ZZ,29980,LOS ANGELES,Presidente,13,PT,Partido dos Trabalhadores,721
2018,1,ZZ,30465,SALTO DEL GUAIRÁ,Presidente,12,PDT,Partido Democrático Trabalhista,6
2018,1,ZZ,30376,PRETÓRIA,Presidente,12,PDT,Partido Democrático Trabalhista,32
2018,1,ZZ,30279,PARAMARIBO,Presidente,17,PSL,Partido Social Liberal,355
2018,1,ZZ,30627,TÓQUIO,Presidente,17,PSL,Partido Social Liberal,9456
2018,2,ZZ,29262,ABU DHABI,Presidente,13,PT,Partido dos Trabalhadores,138
2018,2,ZZ,29394,BISSAU,Presidente,13,PT,Partido dos Trabalhadores,13
2018,1,ZZ,30430,RIO BRANCO,Presidente,17,PSL,Partido Social Liberal,8
2018,1,ZZ,30708,TUNIS,Presidente,17,PSL,Partido Social Liberal,12
2018,1,ZZ,29254,ABIDJÃ,Presidente,17,PSL,Partido Social Liberal,15
2018,1,ZZ,29980,LOS ANGELES,Presidente,17,PSL,Partido Social Liberal,1714
2018,2,ZZ,30082,MANILA,Presidente,13,PT,Partido dos Trabalhadores,8
2018,1,ZZ,29807,HOUSTON,Presidente,30,NOVO,Partido Novo,380
2018,1,ZZ,29599,COPENHAGUE-DINA,Presidente,30,NOVO,Partido Novo,63
2018,1,ZZ,39080,ATLANTA,Presidente,30,NOVO,Partido Novo,239
2018,1,ZZ,30112,MIAMI,Presidente,30,NOVO,Partido Novo,737
2018,1,ZZ,30627,TÓQUIO,Presidente,30,NOVO,Partido Novo,668
2018,1,ZZ,29475,CAIENA,Presidente,30,NOVO,Partido Novo,8
2018,1,ZZ,29610,DACAR,Presidente,17,PSL,Partido Social Liberal,27
2018,1,ZZ,29718,GEORGETOWN,Presidente,17,PSL,Partido Social Liberal,64
2018,1,ZZ,30147,MONTEVIDÉU,Presidente,17,PSL,Partido Social Liberal,502
2018,1,ZZ,39160,LIUBLIANA,Presidente,17,PSL,Partido Social Liberal,14
2018,1,ZZ,29327,ASSUNÇÃO,Presidente,17,PSL,Partido Social Liberal,773
2018,1,ZZ,39322,NICOSIA,Presidente,17,PSL,Partido Social Liberal,12
2018,1,ZZ,30317,PEQUIM,Presidente,45,PSDB,Partido da Social Democracia Brasileira,6
2018,1,ZZ,30228,NOVA YORK,Presidente,45,PSDB,Partido da Social Democracia Brasileira,300
2018,2,ZZ,29661,DUBLIN,Presidente,13,PT,Partido dos Trabalhadores,510
2018,1,ZZ,29572,COCHABAMBA,Presidente,17,PSL,Partido Social Liberal,85
2018,1,ZZ,29912,LAGOS,Presidente,17,PSL,Partido Social Liberal,4
2018,1,ZZ,30120,MILÃO,Presidente,17,PSL,Partido Social Liberal,2608
2018,1,ZZ,29360,BEIRUTE,Presidente,17,PSL,Partido Social Liberal,1038
2018,2,ZZ,30520,SÃO SALVADOR,Presidente,13,PT,Partido dos Trabalhadores,15
2018,2,ZZ,29491,CAMBERRA,Presidente,13,PT,Partido dos Trabalhadores,283
2018,1,ZZ,30147,MONTEVIDÉU,Presidente,30,NOVO,Partido Novo,41
2018,1,ZZ,30597,TEERÃ,Presidente,17,PSL,Partido Social Liberal,12
2018,1,ZZ,30562,SYDNEY,Presidente,17,PSL,Partido Social Liberal,1034
2018,1,ZZ,99287,LUSACA,Presidente,17,PSL,Partido Social Liberal,11
2018,1,ZZ,29351,BARCELONA,Presidente,17,PSL,Partido Social Liberal,722
2018,2,ZZ,30210,NOVA DELHI,Presidente,13,PT,Partido dos Trabalhadores,14
2018,1,ZZ,29394,BISSAU,Presidente,30,NOVO,Partido Novo,1
2018,1,ZZ,29459,BUDAPESTE,Presidente,30,NOVO,Partido Novo,18
2018,1,ZZ,39209,BRATISLAVA,Presidente,17,PSL,Partido Social Liberal,15
2018,1,ZZ,29386,BERLIM,Presidente,17,PSL,Partido Social Liberal,638
2018,1,ZZ,30511,SÃO JOSÉ,Presidente,17,PSL,Partido Social Liberal,153
2018,1,ZZ,30449,ROMA,Presidente,17,PSL,Partido Social Liberal,1607
2018,1,ZZ,39322,NICOSIA,Presidente,30,NOVO,Partido Novo,3
2018,1,ZZ,30244,OSLO,Presidente,17,PSL,Partido Social Liberal,152
2018,1,ZZ,30180,MUNIQUE,Presidente,17,PSL,Partido Social Liberal,1358
2018,1,ZZ,30503,SÃO FRANCISCO,Presidente,17,PSL,Partido Social Liberal,1476
2018,1,ZZ,30520,SÃO SALVADOR,Presidente,17,PSL,Partido Social Liberal,54
2018,1,ZZ,30805,WELLINGTON,Presidente,17,PSL,Partido Social Liberal,140
2018,2,ZZ,30465,SALTO DEL GUAIRÁ,Presidente,13,PT,Partido dos Trabalhadores,14
2018,1,ZZ,29645,DÍLI,Presidente,30,NOVO,Partido Novo,4
2018,1,ZZ,99180,NASSAU,Presidente,17,PSL,Partido Social Liberal,16
2018,1,ZZ,30350,PRAGA,Presidente,17,PSL,Partido Social Liberal,53
2018,1,ZZ,39004,MENDOZA,Presidente,45,PSDB,Partido da Social Democracia Brasileira,3
2018,2,ZZ,30376,PRETÓRIA,Presidente,13,PT,Partido dos Trabalhadores,50
2018,1,ZZ,30066,MADRI,Presidente,30,NOVO,Partido Novo,289
2018,1,ZZ,30503,SÃO FRANCISCO,Presidente,30,NOVO,Partido Novo,329
2018,1,ZZ,29173,KATMANDU,Presidente,17,PSL,Partido Social Liberal,15
2018,1,ZZ,29785,HELSINQUE,Presidente,17,PSL,Partido Social Liberal,128
2018,1,ZZ,30619,TEL AVIV,Presidente,45,PSDB,Partido da Social Democracia Brasileira,34
2018,1,ZZ,39306,ISTAMBUL,Presidente,30,NOVO,Partido Novo,6
2018,1,ZZ,30341,PORTO,Presidente,17,PSL,Partido Social Liberal,2740
2018,1,ZZ,29998,LUANDA,Presidente,17,PSL,Partido Social Liberal,85
2018,1,ZZ,30287,PARIS,Presidente,17,PSL,Partido Social Liberal,1127
2018,1,ZZ,30511,SÃO JOSÉ,Presidente,45,PSDB,Partido da Social Democracia Brasileira,13
2018,1,ZZ,99287,LUSACA,Presidente,45,PSDB,Partido da Social Democracia Brasileira,3
2018,1,ZZ,29947,LIMA,Presidente,15,MDB,Movimento Democrático Brasileiro,4
2018,1,ZZ,29980,LOS ANGELES,Presidente,15,MDB,Movimento Democrático Brasileiro,14
2018,1,ZZ,30465,SALTO DEL GUAIRÁ,Presidente,17,PSL,Partido Social Liberal,280
2018,1,ZZ,30104,MÉXICO-MEXI,Presidente,17,PSL,Partido Social Liberal,603
2018,1,ZZ,29467,BUENOS AIRES,Presidente,30,NOVO,Partido Novo,145
2018,1,ZZ,30783,WASHINGTON,Presidente,17,PSL,Partido Social Liberal,2369
2018,1,ZZ,29467,BUENOS AIRES,Presidente,45,PSDB,Partido da Social Democracia Brasileira,142
2018,1,ZZ,99317,TALIN,Presidente,30,NOVO,Partido Novo,3
2018,1,ZZ,30570,TAIPÉ,Presidente,30,NOVO,Partido Novo,19
2018,1,ZZ,29610,DACAR,Presidente,15,MDB,Movimento Democrático Brasileiro,2
2018,1,ZZ,29327,ASSUNÇÃO,Presidente,15,MDB,Movimento Democrático Brasileiro,8
2018,1,ZZ,39322,NICOSIA,Presidente,15,MDB,Movimento Democrático Brasileiro,1
2018,1,ZZ,29289,AMÃ,Presidente,15,MDB,Movimento Democrático Brasileiro,3
2018,1,ZZ,39004,MENDOZA,Presidente,15,MDB,Movimento Democrático Brasileiro,1
2018,1,ZZ,98000,GUATEMALA,Presidente,45,PSDB,Partido da Social Democracia Brasileira,7
2018,1,ZZ,99180,NASSAU,Presidente,15,MDB,Movimento Democrático Brasileiro,1
2018,1,ZZ,30635,TORONTO,Presidente,15,MDB,Movimento Democrático Brasileiro,16
2018,1,ZZ,30767,VIENA,Presidente,15,MDB,Movimento Democrático Brasileiro,2
2018,1,ZZ,29700,GENEBRA,Presidente,50,PSOL,Partido Socialismo e Liberdade,26
2018,1,ZZ,29505,CARACAS,Presidente,50,PSOL,Partido Socialismo e Liberdade,1
2018,1,ZZ,30279,PARAMARIBO,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,3
2018,1,ZZ,30600,TEGUCIGALPA,Presidente,50,PSOL,Partido Socialismo e Liberdade,1
2018,1,ZZ,30120,MILÃO,Presidente,50,PSOL,Partido Socialismo e Liberdade,29
2018,1,ZZ,29360,BEIRUTE,Presidente,50,PSOL,Partido Socialismo e Liberdade,9
2018,1,ZZ,30180,MUNIQUE,Presidente,50,PSOL,Partido Socialismo e Liberdade,31
2018,1,ZZ,30449,ROMA,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,11
2018,1,ZZ,30309,PEDRO JUAN CABALLERO,Presidente,50,PSOL,Partido Socialismo e Liberdade,1
2018,1,ZZ,29360,BEIRUTE,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,5
2018,1,ZZ,29793,HONG KONG-HONG,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,1
2018,1,ZZ,30180,MUNIQUE,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,12
2018,1,ZZ,29386,BERLIM,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,5
2018,1,ZZ,29971,LONDRES,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,14
2018,1,ZZ,30350,PRAGA,Presidente,50,PSOL,Partido Socialismo e Liberdade,2
2018,1,ZZ,30163,MOSCOU,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,2
2018,1,ZZ,30490,SÃO DOMINGOS,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,1
2018,1,ZZ,29602,CÓRDOBA,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,2
2018,1,ZZ,30104,MÉXICO-MEXI,Presidente,16,PSTU,Partido Socialista dos Trabalhadores Unificado,1
2018,1,ZZ,29467,BUENOS AIRES,Presidente,50,PSOL,Partido Socialismo e Liberdade,41
