Election Year,Place (ZZ = Exterior),Municipality Code,Municipality Name,Gender Code,Gender Description,Marital Status Code,Marital Status Description,Age Group Code,Age Group Description,Educational Attainment Code,Educational Attainment Description,Quantity of Voters
2002,ZZ,11142,ARGENTINA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,1
2002,ZZ,98540,CHINA,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
2002,ZZ,98906,CANADA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,91
2002,ZZ,98388,NICARAGUA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,20
2002,ZZ,98540,CHINA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,2
2002,ZZ,98469,EL SALVADOR,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,15
2002,ZZ,98922,BELGICA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,55
2002,ZZ,98760,RUSSIA,2,MASCULINO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,1
2002,ZZ,29122,MARROCOS,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,7
2002,ZZ,11568,URUGUAI,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,85
2002,ZZ,11800,BOLIVIA,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,7
2002,ZZ,98523,CINGAPURA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,48
2002,ZZ,11509,PORTUGAL,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,70
2002,ZZ,11142,ARGENTINA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,10
2002,ZZ,29076,HONDURAS,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,14
2002,ZZ,11584,VENEZUELA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,9
2002,ZZ,29181,JORDANIA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,10
2002,ZZ,98540,CHINA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,10
2002,ZZ,11266,ESTADOS UNIDOS,2,MASCULINO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,7
2002,ZZ,98582,COSTA DO MARFIM,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,3
2002,ZZ,11568,URUGUAI,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,1
2002,ZZ,11444,PARAGUAI,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,75
2002,ZZ,98922,BELGICA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,19
2002,ZZ,11185,COLOMBIA,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,4
2002,ZZ,98426,FINLANDIA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,17
2002,ZZ,11401,LIBANO,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,24
2002,ZZ,98345,NORUEGA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,73
2002,ZZ,11363,ITALIA,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,27
2002,ZZ,98566,CHECOSLOVAQUIA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,9
2002,ZZ,11827,GRECIA,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,45
2002,ZZ,11444,PARAGUAI,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,6
2002,ZZ,29149,LIBIA,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,1
2002,ZZ,11800,BOLIVIA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,3
2002,ZZ,11444,PARAGUAI,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,2
2002,ZZ,29130,MALASIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,3
2002,ZZ,98965,ANGOLA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,6
2002,ZZ,98540,CHINA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,7
2002,ZZ,11266,ESTADOS UNIDOS,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,521
2002,ZZ,98981,AUSTRALIA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,7
2002,ZZ,29246,HAITI,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,4
2002,ZZ,29025,HONG KONG,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
2002,ZZ,29076,HONDURAS,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,6
2002,ZZ,11223,EQUADOR,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,11
2002,ZZ,11266,ESTADOS UNIDOS,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,100
2002,ZZ,11142,ARGENTINA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,104
2002,ZZ,11126,ARABIA SAUDITA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,8
2002,ZZ,11380,JAPAO,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,97
2002,ZZ,11428,MEXICO,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,5
2002,ZZ,11460,PERU,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,54
2002,ZZ,11100,ALEMANHA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,330
2002,ZZ,98426,FINLANDIA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,10
2002,ZZ,11266,ESTADOS UNIDOS,4,FEMININO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,24
2002,ZZ,98922,BELGICA,4,FEMININO,-3,#NE,-3,#NE,1,ANALFABETO,3
2002,ZZ,11444,PARAGUAI,4,FEMININO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,3
2002,ZZ,11444,PARAGUAI,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,1
2002,ZZ,11380,JAPAO,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,43
2002,ZZ,98566,CHECOSLOVAQUIA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,3
2002,ZZ,98981,AUSTRALIA,2,MASCULINO,-3,#NE,-3,#NE,1,ANALFABETO,1
2002,ZZ,11380,JAPAO,4,FEMININO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,1
2002,ZZ,29092,ZIMBABWE,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,1
2002,ZZ,98523,CINGAPURA,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,10
2002,ZZ,11568,URUGUAI,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,63
2002,ZZ,98906,CANADA,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,7
2002,ZZ,29025,HONG KONG,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,19
2002,ZZ,98329,PANAMA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,29
2002,ZZ,11266,ESTADOS UNIDOS,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,301
2002,ZZ,29165,KENIA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,5
2002,ZZ,11169,CHILE,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,22
2002,ZZ,11827,GRECIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,89
2002,ZZ,98701,ARGELIA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,1
2002,ZZ,11266,ESTADOS UNIDOS,2,MASCULINO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,1
2002,ZZ,11100,ALEMANHA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,131
2002,ZZ,29050,NOVA ZELANDIA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,8
2002,ZZ,98442,FILIPINAS,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,18
2002,ZZ,29173,IUGUSLAVIA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,1
2002,ZZ,11240,ESPANHA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,74
2002,ZZ,98000,GUATEMALA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,22
2002,ZZ,29157,KUWAIT,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,3
2002,ZZ,98906,CANADA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,98
2002,ZZ,98760,RUSSIA,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,2
2002,ZZ,11584,VENEZUELA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,7
2002,ZZ,2828,TAIWAN,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,21
2002,ZZ,11428,MEXICO,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,4
2002,ZZ,29033,IRLANDA,4,FEMININO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,1
2002,ZZ,11266,ESTADOS UNIDOS,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,176
2002,ZZ,11347,ISRAEL,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,9
2002,ZZ,98744,SUECIA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,54
2002,ZZ,98965,ANGOLA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,6
2002,ZZ,98647,ROMENIA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,4
2002,ZZ,11444,PARAGUAI,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,73
2002,ZZ,29025,HONG KONG,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,45
2002,ZZ,98582,COSTA DO MARFIM,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,8
2002,ZZ,98469,EL SALVADOR,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,14
2002,ZZ,11240,ESPANHA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,15
2002,ZZ,29130,MALASIA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,1
2002,ZZ,11363,ITALIA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,220
2002,ZZ,29130,MALASIA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,3
2002,ZZ,11100,ALEMANHA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,401
2002,ZZ,98248,SENEGAL,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,9
2002,ZZ,11460,PERU,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,26
2002,ZZ,98108,TURQUIA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,2
2002,ZZ,29149,LIBIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,1
2002,ZZ,11347,ISRAEL,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,5
2002,ZZ,11266,ESTADOS UNIDOS,2,MASCULINO,-3,#NE,-3,#NE,1,ANALFABETO,1
2002,ZZ,11100,ALEMANHA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,67
2002,ZZ,29122,MARROCOS,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,1
2002,ZZ,11363,ITALIA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,126
2002,ZZ,11444,PARAGUAI,2,MASCULINO,-3,#NE,-3,#NE,1,ANALFABETO,2
2002,ZZ,29246,HAITI,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,1
2002,ZZ,98388,NICARAGUA,4,FEMININO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,1
2002,ZZ,11525,SUICA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,97
2002,ZZ,29068,NAMIBIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,1
2002,ZZ,29114,MOCAMBIQUE,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,27
2002,ZZ,98540,CHINA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
2002,ZZ,11584,VENEZUELA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,15
2002,ZZ,11142,ARGENTINA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,4
2002,ZZ,11800,BOLIVIA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,70
2002,ZZ,29246,HAITI,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,11
2002,ZZ,29076,HONDURAS,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,2
2002,ZZ,29025,HONG KONG,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,6
2002,ZZ,29033,IRLANDA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,4
2002,ZZ,98221,SIRIA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,12
2002,ZZ,98744,SUECIA,2,MASCULINO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,4
2002,ZZ,11266,ESTADOS UNIDOS,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,581
2002,ZZ,11185,COLOMBIA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,87
2002,ZZ,29033,IRLANDA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,7
2002,ZZ,11347,ISRAEL,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,4
2002,ZZ,11762,UCRANIA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,6
2002,ZZ,11827,GRECIA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,21
2002,ZZ,11584,VENEZUELA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,29
2002,ZZ,11142,ARGENTINA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,82
2002,ZZ,11460,PERU,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,18
2002,ZZ,11380,JAPAO,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,18
2002,ZZ,11444,PARAGUAI,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,13
2002,ZZ,11444,PARAGUAI,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,3
2002,ZZ,98388,NICARAGUA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,10
2002,ZZ,98388,NICARAGUA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,12
2002,ZZ,29033,IRLANDA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,4
2002,ZZ,98388,NICARAGUA,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,4
2002,ZZ,98787,AFRICA DO SUL,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,3
2002,ZZ,29033,IRLANDA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
2002,ZZ,98000,GUATEMALA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,15
2002,ZZ,29181,JORDANIA,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,6
2002,ZZ,98205,TAILANDIA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
2002,ZZ,11266,ESTADOS UNIDOS,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,214
2002,ZZ,11266,ESTADOS UNIDOS,4,FEMININO,-3,#NE,-3,#NE,1,ANALFABETO,1
2002,ZZ,11363,ITALIA,4,FEMININO,-3,#NE,-3,#NE,1,ANALFABETO,1
2002,ZZ,29173,IUGUSLAVIA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,2
2002,ZZ,29157,KUWAIT,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,2
2002,ZZ,11266,ESTADOS UNIDOS,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,12
2002,ZZ,29211,INDONESIA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,2
2002,ZZ,11487,POLONIA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,8
2002,ZZ,11185,COLOMBIA,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,4
2002,ZZ,98302,PAQUISTAO,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,4
2002,ZZ,98566,CHECOSLOVAQUIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,8
2002,ZZ,11223,EQUADOR,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,13
2002,ZZ,11584,VENEZUELA,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,8
2002,ZZ,11100,ALEMANHA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,154
2002,ZZ,11266,ESTADOS UNIDOS,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,41
2002,ZZ,11266,ESTADOS UNIDOS,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,4
2002,ZZ,11584,VENEZUELA,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,17
2002,ZZ,11444,PARAGUAI,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,1
2002,ZZ,98981,AUSTRALIA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,1
2002,ZZ,29157,KUWAIT,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,2
2002,ZZ,98787,AFRICA DO SUL,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,13
2002,ZZ,11320,GUIANA FRANCESA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,139
2002,ZZ,29149,LIBIA,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
2002,ZZ,98949,AUSTRIA,2,MASCULINO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,1
2002,ZZ,98981,AUSTRALIA,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
2002,ZZ,2828,TAIWAN,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,15
2002,ZZ,98981,AUSTRALIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,44
2002,ZZ,11240,ESPANHA,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,25
2002,ZZ,11266,ESTADOS UNIDOS,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,668
2002,ZZ,98906,CANADA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,70
2002,ZZ,98442,FILIPINAS,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,6
2002,ZZ,11444,PARAGUAI,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,28
2002,ZZ,98205,TAILANDIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,5
2002,ZZ,11207,COREIA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,3
2002,ZZ,98248,SENEGAL,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,3
2002,ZZ,98469,EL SALVADOR,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,4
2002,ZZ,29092,ZIMBABWE,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,4
2002,ZZ,98140,TRINIDAD TOBAGO,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,2
2002,ZZ,98329,PANAMA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,21
2002,ZZ,11509,PORTUGAL,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,208
2002,ZZ,11142,ARGENTINA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,4
2002,ZZ,11460,PERU,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,30
2002,ZZ,98060,GABAO,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,2
2002,ZZ,98469,EL SALVADOR,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,11
2002,ZZ,11169,CHILE,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,240
2002,ZZ,11266,ESTADOS UNIDOS,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,123
2002,ZZ,2828,TAIWAN,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,2
2002,ZZ,98280,REPUBLICA DOMINICANA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,18
2002,ZZ,98620,BULGARIA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,5
2002,ZZ,98000,GUATEMALA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,2
2002,ZZ,11240,ESPANHA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,85
2002,ZZ,29211,INDONESIA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,6
2002,ZZ,11142,ARGENTINA,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,1
2002,ZZ,98760,RUSSIA,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,2
2002,ZZ,98086,EGITO,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
2002,ZZ,11347,ISRAEL,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,2
2002,ZZ,11444,PARAGUAI,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,13
