Election Year,Place (ZZ = Exterior),Municipality Code,Municipality Name,Gender Code,Gender Description,Marital Status Code,Marital Status Description,Age Group Code,Age Group Description,Educational Attainment Code,Educational Attainment Description,Quantity of Voters
2006,ZZ,29025,HONG KONG,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,7
2006,ZZ,29033,IRLANDA,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,6
2006,ZZ,11380,JAPÃO,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,25
2006,ZZ,98442,FILIPINAS,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,1
2006,ZZ,11568,URUGUAI,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,68
2006,ZZ,11509,PORTUGAL,4,FEMININO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,58
2006,ZZ,98540,CHINA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,3
2006,ZZ,11169,CHILE,4,FEMININO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,3
2006,ZZ,98949,ÁUSTRIA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,152
2006,ZZ,29076,HONDURAS,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,8
2006,ZZ,98566,CHECOSLOVÁQUIA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,10
2006,ZZ,11100,ALEMANHA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,353
2006,ZZ,29130,MALÁSIA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,10
2006,ZZ,98841,INGLATERRA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,37
2006,ZZ,98760,RÚSSIA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,9
2006,ZZ,98922,BÉLGICA,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,47
2006,ZZ,29092,ZIMBABWE,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,2
2006,ZZ,11428,MÉXICO,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,62
2006,ZZ,29181,JORDÂNIA,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,6
2006,ZZ,11541,SURINAME,4,FEMININO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,3
2006,ZZ,29025,HONG KONG,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,5
2006,ZZ,11584,VENEZUELA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,18
2006,ZZ,98949,ÁUSTRIA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,80
2006,ZZ,11800,BOLÍVIA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,208
2006,ZZ,98485,DINAMARCA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,17
2006,ZZ,98329,PANAMÁ,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,30
2006,ZZ,29068,NAMÍBIA,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,1
2006,ZZ,98361,NIGÉRIA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,6
2006,ZZ,11444,PARAGUAI,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,207
2006,ZZ,98906,CANADÁ,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,703
2006,ZZ,29157,KUWAIT,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,7
2006,ZZ,98140,TRINIDAD TOBAGO,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,5
2006,ZZ,29068,NAMÍBIA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,3
2006,ZZ,98086,EGITO,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
2006,ZZ,98825,ÍNDIA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,3
2006,ZZ,11460,PERU,2,MASCULINO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,1
2006,ZZ,98124,TUNÍSIA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
2006,ZZ,98701,ARGÉLIA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,2
2006,ZZ,11142,ARGENTINA,4,FEMININO,-3,#NE,-3,#NE,1,ANALFABETO,3
2006,ZZ,98647,ROMÊNIA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,4
2006,ZZ,98060,GABÃO,4,FEMININO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,1
2006,ZZ,98469,EL SALVADOR,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,8
2006,ZZ,11509,PORTUGAL,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,817
2006,ZZ,98981,AUSTRÁLIA,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,14
2006,ZZ,98329,PANAMÁ,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,2
2006,ZZ,98469,EL SALVADOR,4,FEMININO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,1
2006,ZZ,11100,ALEMANHA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,460
2006,ZZ,98426,FINLÂNDIA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,9
2006,ZZ,98701,ARGÉLIA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,3
2006,ZZ,98868,CUBA,2,MASCULINO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,2
2006,ZZ,98825,ÍNDIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,13
2006,ZZ,11363,ITÁLIA,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,259
2006,ZZ,98426,FINLÂNDIA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,40
2006,ZZ,11142,ARGENTINA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,79
2006,ZZ,98043,GANA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,6
2006,ZZ,29033,IRLANDA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,19
2006,ZZ,98426,FINLÂNDIA,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,5
2006,ZZ,98345,NORUEGA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,25
2006,ZZ,11460,PERU,4,FEMININO,-3,#NE,-3,#NE,1,ANALFABETO,1
2006,ZZ,98469,EL SALVADOR,2,MASCULINO,-3,#NE,-3,#NE,1,ANALFABETO,1
2006,ZZ,11223,EQUADOR,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,42
2006,ZZ,11223,EQUADOR,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,8
2006,ZZ,98442,FILIPINAS,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,6
2006,ZZ,98647,ROMÊNIA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,4
2006,ZZ,11100,ALEMANHA,2,MASCULINO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,6
2006,ZZ,11185,COLÔMBIA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,59
2006,ZZ,98426,FINLÂNDIA,4,FEMININO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,1
2006,ZZ,11525,SUÍÇA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,628
2006,ZZ,98523,CINGAPURA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,19
2006,ZZ,98540,CHINA,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,7
2006,ZZ,11320,GUIANA FRANCESA,2,MASCULINO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,57
2006,ZZ,98329,PANAMÁ,4,FEMININO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,2
2006,ZZ,98124,TUNÍSIA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,3
2006,ZZ,11223,EQUADOR,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,19
2006,ZZ,11460,PERU,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,94
2006,ZZ,98906,CANADÁ,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,864
2006,ZZ,11142,ARGENTINA,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,54
2006,ZZ,11444,PARAGUAI,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,103
2006,ZZ,29033,IRLANDA,2,MASCULINO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,1
2006,ZZ,98604,CABO VERDE,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,1
2006,ZZ,98060,GABÃO,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,1
2006,ZZ,11525,SUÍÇA,2,MASCULINO,-3,#NE,-3,#NE,1,ANALFABETO,1
2006,ZZ,11185,COLÔMBIA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,14
2006,ZZ,11460,PERU,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,42
2006,ZZ,11800,BOLÍVIA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,188
2006,ZZ,11584,VENEZUELA,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,23
2006,ZZ,98086,EGITO,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,1
2006,ZZ,2800,VIETNÃ,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,1
2006,ZZ,98523,CINGAPURA,2,MASCULINO,-3,#NE,-3,#NE,1,ANALFABETO,1
2006,ZZ,98922,BÉLGICA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,59
2006,ZZ,11487,POLÔNIA,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,2
2006,ZZ,11487,POLÔNIA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,8
2006,ZZ,11240,ESPANHA,4,FEMININO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,18
2006,ZZ,11126,ARÁBIA SAUDITA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,8
2006,ZZ,11380,JAPÃO,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,13
2006,ZZ,98868,CUBA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,176
2006,ZZ,11282,FRANÇA,2,MASCULINO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,3
2006,ZZ,11347,ISRAEL,2,MASCULINO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,12
2006,ZZ,98060,GABÃO,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,8
2006,ZZ,11380,JAPÃO,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,95
2006,ZZ,11169,CHILE,2,MASCULINO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,1
2006,ZZ,29149,LÍBIA,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
2006,ZZ,98949,ÁUSTRIA,2,MASCULINO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,1
2006,ZZ,11444,PARAGUAI,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,129
2006,ZZ,11428,MÉXICO,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,6
2006,ZZ,11568,URUGUAI,2,MASCULINO,-3,#NE,-3,#NE,1,ANALFABETO,1
2006,ZZ,98000,GUATEMALA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,2
2006,ZZ,2800,VIETNÃ,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,1
2006,ZZ,98426,FINLÂNDIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,24
2006,ZZ,98965,ANGOLA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,16
2006,ZZ,98760,RÚSSIA,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
2006,ZZ,29211,INDONÉSIA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,17
2006,ZZ,11207,CORÉIA,2,MASCULINO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,1
2006,ZZ,98108,TURQUIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,4
2006,ZZ,98663,BARBADOS,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,2
2006,ZZ,11525,SUÍÇA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,198
2006,ZZ,98906,CANADÁ,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,267
2006,ZZ,98221,SÍRIA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,7
2006,ZZ,11800,BOLÍVIA,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,19
2006,ZZ,11347,ISRAEL,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,84
2006,ZZ,11304,GUIANA,2,MASCULINO,-3,#NE,-3,#NE,1,ANALFABETO,3
2006,ZZ,29149,LÍBIA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,3
2006,ZZ,98086,EGITO,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,10
2006,ZZ,98388,NICARÁGUA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,5
2006,ZZ,98981,AUSTRÁLIA,2,MASCULINO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,2
2006,ZZ,98744,SUÉCIA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,28
2006,ZZ,29246,HAITI,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,2
2006,ZZ,29068,NAMÍBIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,7
2006,ZZ,98345,NORUEGA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,19
2006,ZZ,29025,HONG KONG,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,5
2006,ZZ,29114,MOÇAMBIQUE,2,MASCULINO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,1
2006,ZZ,29157,KUWAIT,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,3
2006,ZZ,11541,SURINAME,2,MASCULINO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,4
2006,ZZ,98949,ÁUSTRIA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,38
2006,ZZ,29025,HONG KONG,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,22
2006,ZZ,98787,ÁFRICA DO SUL,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,52
2006,ZZ,29203,IRÃ,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,1
2006,ZZ,98205,TAILÂNDIA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
2006,ZZ,98280,REPÚBLICA DOMINICANA,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,14
2006,ZZ,2800,VIETNÃ,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,2
2006,ZZ,11223,EQUADOR,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,13
2006,ZZ,98205,TAILÂNDIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,5
2006,ZZ,98965,ANGOLA,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,15
2006,ZZ,98582,COSTA DO MARFIM,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,4
2006,ZZ,29181,JORDÂNIA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,22
2006,ZZ,98388,NICARÁGUA,4,FEMININO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,1
2006,ZZ,98868,CUBA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,15
2006,ZZ,11509,PORTUGAL,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,500
2006,ZZ,11584,VENEZUELA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,52
2006,ZZ,98043,GANA,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,2
2006,ZZ,29009,PAÍSES BAIXOS,2,MASCULINO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,9
2006,ZZ,11584,VENEZUELA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,15
2006,ZZ,11240,ESPANHA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,32
2006,ZZ,11304,GUIANA,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,4
2006,ZZ,98442,FILIPINAS,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,7
2006,ZZ,98221,SÍRIA,2,MASCULINO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,4
2006,ZZ,98361,NIGÉRIA,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,1
2006,ZZ,11185,COLÔMBIA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,16
2006,ZZ,29246,HAITI,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,14
2006,ZZ,11584,VENEZUELA,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,37
2006,ZZ,29114,MOÇAMBIQUE,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,22
2006,ZZ,98523,CINGAPURA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,66
2006,ZZ,29114,MOÇAMBIQUE,4,FEMININO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,3
2006,ZZ,98302,PAQUISTÃO,2,MASCULINO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,1
2006,ZZ,11800,BOLÍVIA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,25
2006,ZZ,98965,ANGOLA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,52
2006,ZZ,98582,COSTA DO MARFIM,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,14
2006,ZZ,98604,CABO VERDE,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,1
2006,ZZ,98922,BÉLGICA,2,MASCULINO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,98
2006,ZZ,98728,EMIRADOS ÁRABES,4,FEMININO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,1
2006,ZZ,29033,IRLANDA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,21
2006,ZZ,98787,ÁFRICA DO SUL,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,38
2006,ZZ,98981,AUSTRÁLIA,4,FEMININO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,3
2006,ZZ,98507,COSTA RICA,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,5
2006,ZZ,29092,ZIMBABWE,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,2
2006,ZZ,98906,CANADÁ,4,FEMININO,-3,#NE,-3,#NE,1,ANALFABETO,1
2006,ZZ,11282,FRANÇA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,862
2006,ZZ,98485,DINAMARCA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,89
2006,ZZ,11100,ALEMANHA,2,MASCULINO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,148
2006,ZZ,98302,PAQUISTÃO,2,MASCULINO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,1
2006,ZZ,98345,NORUEGA,2,MASCULINO,-3,#NE,-3,#NE,2,LÊ E ESCREVE,1
2006,ZZ,11240,ESPANHA,4,FEMININO,-3,#NE,-3,#NE,8,SUPERIOR COMPLETO,420
2006,ZZ,29181,JORDÂNIA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,31
2006,ZZ,98426,FINLÂNDIA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,12
2006,ZZ,29238,HUNGRIA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,4
2006,ZZ,11509,PORTUGAL,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,968
2006,ZZ,98981,AUSTRÁLIA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,90
2006,ZZ,11460,PERU,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,77
2006,ZZ,98442,FILIPINAS,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,4
2006,ZZ,11487,POLÔNIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,21
2006,ZZ,11240,ESPANHA,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,77
2006,ZZ,98965,ANGOLA,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,15
2006,ZZ,98663,BARBADOS,4,FEMININO,-3,#NE,-3,#NE,3,ENSINO FUNDAMENTAL INCOMPLETO,2
2006,ZZ,11185,COLÔMBIA,4,FEMININO,-3,#NE,-3,#NE,4,ENSINO FUNDAMENTAL COMPLETO,3
2006,ZZ,29165,KÊNIA,4,FEMININO,-3,#NE,-3,#NE,7,SUPERIOR INCOMPLETO,3
2006,ZZ,98566,CHECOSLOVÁQUIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,7
2006,ZZ,29050,NOVA ZELÂNDIA,2,MASCULINO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,7
2006,ZZ,29165,KÊNIA,4,FEMININO,-3,#NE,-3,#NE,6,ENSINO MÉDIO COMPLETO,15
2006,ZZ,11444,PARAGUAI,2,MASCULINO,-3,#NE,-3,#NE,1,ANALFABETO,7
2006,ZZ,98582,COSTA DO MARFIM,4,FEMININO,-3,#NE,-3,#NE,5,ENSINO MÉDIO INCOMPLETO,7
